,,,,,Name,Date,User,ID,Comments,
,,,,,Bipolar_disorder,¬2006-04-05T16:16:23Z,¬ip:70.95.218.47,¬ip:70.95.218.47,¬/* Suicide warning */ ,¬0
,,,,,Bipolar_disorder,¬2006-04-05T16:20:40Z,¬ip:70.95.218.47,¬ip:70.95.218.47,¬/* Diagnostic criteria */ ,¬0
,,,,,Bipolar_disorder,¬2006-04-05T16:30:45Z,¬ip:70.95.218.47,¬ip:70.95.218.47,¬/* Diagnostic criteria */ ,¬0
,,,,,Bipolar_disorder,¬2006-04-05T16:31:42Z,¬ip:70.95.218.47,¬ip:70.95.218.47,¬/* Diagnostic criteria */ ,¬0
,,,,,Bipolar_disorder,¬2006-04-05T16:32:42Z,¬ip:70.95.218.47,¬ip:70.95.218.47,¬/* Diagnostic criteria */ ,¬0
,,,,,Bipolar_disorder,¬2006-04-05T16:34:40Z,¬ip:70.95.218.47,¬ip:70.95.218.47,¬/* Diagnostic criteria */ ,¬0
,,,,,Bipolar_disorder,¬2006-04-05T16:36:26Z,¬ip:70.95.218.47,¬ip:70.95.218.47,¬/* Diagnostic criteria */ ,¬0
,,,,,Bipolar_disorder,¬2006-04-05T16:50:50Z,¬ip:70.95.218.47,¬ip:70.95.218.47,¬/* Diagnostic criteria */ ,¬0
,,,,,Bipolar_disorder,¬2006-04-05T16:52:08Z,¬ip:70.95.218.47,¬ip:70.95.218.47,¬/* Diagnostic criteria */ ,¬0
,,,,,Bipolar_disorder,¬2006-04-05T17:09:18Z,¬ip:70.95.218.47,¬ip:70.95.218.47,¬/* Etiology */ ,¬0
,,,,,Bipolar_disorder,¬2006-04-05T17:12:43Z,¬ip:70.95.218.47,¬ip:70.95.218.47,¬/* Cognition */ ,¬0
,,,,,Bipolar_disorder,¬2006-04-05T17:15:14Z,¬ip:70.95.218.47,¬ip:70.95.218.47,¬/* Cycling in bipolar disorder */ ,¬0
,,,,,Bipolar_disorder,¬2006-04-05T17:16:34Z,¬ip:70.95.218.47,¬ip:70.95.218.47,¬/* Bipolar spectrum disorder */ ,¬0
,,,,,Bipolar_disorder,¬2006-04-05T17:18:32Z,¬ip:70.95.218.47,¬ip:70.95.218.47,¬/* Bipolar spectrum disorder */ ,¬0
,,,,,Bipolar_disorder,¬2006-04-05T17:20:38Z,¬Rob.towers,¬977365,¬/* Diagnostic criteria */ ,¬0
,,,,,Bipolar_disorder,¬2006-04-05T17:28:11Z,¬Rob.towers,¬977365,¬/* Heritability */ ,¬0
,,,,,Bipolar_disorder,¬2006-04-05T17:30:12Z,¬Rob.towers,¬977365,¬/* Suicide warning */ ,¬0
,,,,,Bipolar_disorder,¬2006-04-05T17:32:11Z,¬Rob.towers,¬977365,¬/* Epidemiology */ ,¬0
,,,,,Bipolar_disorder,¬2006-04-05T17:33:23Z,¬Rob.towers,¬977365,¬/* Bipolar spectrum disorder */ ,¬0
,,,,,Bipolar_disorder,¬2006-04-05T17:35:22Z,¬Rob.towers,¬977365,¬/* Etiology */ ,¬0
,,,,,Bipolar_disorder,¬2006-04-05T17:44:36Z,¬Rob.towers,¬977365,¬,¬0
,,,,,Bipolar_disorder,¬2006-04-05T17:45:51Z,¬Rob.towers,¬977365,¬/* Causes of relapse of symptoms and behaviors to avoid */ ,¬0
,,,,,Bipolar_disorder,¬2006-04-05T17:47:06Z,¬Rob.towers,¬977365,¬/* [[Etiology]] */ ,¬0
,,,,,Bipolar_disorder,¬2006-04-05T17:47:58Z,¬Rob.towers,¬977365,¬/* Prognosis */ ,¬0
,,,,,Bipolar_disorder,¬2006-04-05T17:48:36Z,¬Rob.towers,¬977365,¬/* Comorbid conditions */ ,¬0
,,,,,Bipolar_disorder,¬2006-04-05T17:49:55Z,¬Rob.towers,¬977365,¬/* Domains of bipolar disorder */ ,¬0
,,,,,Bipolar_disorder,¬2006-04-05T17:51:25Z,¬Rob.towers,¬977365,¬/* Prognosis or outlook */ ,¬0
,,,,,Bipolar_disorder,¬2006-04-05T17:55:54Z,¬Rob.towers,¬977365,¬/* Heritability */ ,¬0
,,,,,Bipolar_disorder,¬2006-04-05T17:56:38Z,¬Rob.towers,¬977365,¬/* Heritability or inheritance */ ,¬0
,,,,,Bipolar_disorder,¬2006-04-05T18:01:19Z,¬Rob.towers,¬977365,¬/* Personality types */ ,¬0
,,,,,Bipolar_disorder,¬2006-04-05T18:11:32Z,¬Rob.towers,¬977365,¬/* Bipolar disorder and creativity */ ,¬0
,,,,,Bipolar_disorder,¬2006-04-05T18:12:37Z,¬Rob.towers,¬977365,¬/* Diagnostic criteria */ ,¬0
,,,,,Bipolar_disorder,¬2006-04-05T18:15:37Z,¬Rob.towers,¬977365,¬/* Medical marijuana */ ,¬0
,,,,,Bipolar_disorder,¬2006-04-05T18:16:51Z,¬Rob.towers,¬977365,¬/* Ketogenic diet */ ,¬0
,,,,,Bipolar_disorder,¬2006-04-05T18:19:06Z,¬Rob.towers,¬977365,¬/* Alternative treatments */ ,¬0
,,,,,Bipolar_disorder,¬2006-04-05T18:20:39Z,¬Rob.towers,¬977365,¬/* Long term treatment and relapse prevention */ ,¬0
,,,,,Bipolar_disorder,¬2006-04-05T18:21:56Z,¬Rob.towers,¬977365,¬/* [[Etiology]] or causes */ ,¬0
,,,,,Bipolar_disorder,¬2006-04-05T18:23:31Z,¬Rob.towers,¬977365,¬/* Comorbid or co-existing conditions */ ,¬0
,,,,,Bipolar_disorder,¬2006-04-05T18:24:20Z,¬Rob.towers,¬977365,¬/* Prognosis or outlook */ ,¬0
,,,,,Bipolar_disorder,¬2006-04-05T18:25:35Z,¬Rob.towers,¬977365,¬/* Long term treatment and relapse prevention */ ,¬0
,,,,,Bipolar_disorder,¬2006-04-05T18:26:19Z,¬Rob.towers,¬977365,¬/* Domains of the bipolar spectrum */ ,¬0
,,,,,Bipolar_disorder,¬2006-04-05T18:27:51Z,¬Rob.towers,¬977365,¬/* Causes of a return of symptoms and behaviors to avoid */ ,¬0
,,,,,Bipolar_disorder,¬2006-04-05T18:28:38Z,¬Rob.towers,¬977365,¬/* Domains of the bipolar spectrum */ ,¬0
,,,,,Bipolar_disorder,¬2006-04-05T18:30:54Z,¬Rob.towers,¬977365,¬/* Bipolar spectrum disorder: A New Epidemiology */ ,¬0
,,,,,Bipolar_disorder,¬2006-04-05T18:33:29Z,¬Rob.towers,¬977365,¬/* Causes of a return of symptoms and behaviors to avoid */ ,¬0
,,,,,Bipolar_disorder,¬2006-04-05T18:34:05Z,¬Rob.towers,¬977365,¬/* A New Epidemiology: Bipolar Spectrum Disorder */ ,¬0
,,,,,Bipolar_disorder,¬2006-04-05T18:35:22Z,¬Rob.towers,¬977365,¬/* Long term treatment and relapse prevention */ ,¬0
,,,,,Bipolar_disorder,¬2006-04-05T18:37:41Z,¬Rob.towers,¬977365,¬/* Prognosis or outlook */ ,¬0
,,,,,Bipolar_disorder,¬2006-04-05T18:39:15Z,¬Rob.towers,¬977365,¬/* Causes of a return of symptoms and behaviors to avoid */ ,¬0
,,,,,Bipolar_disorder,¬2006-04-05T18:39:55Z,¬Rob.towers,¬977365,¬/* A New [[Epidemiology]]: Bipolar Spectrum Disorder */ ,¬0
,,,,,Bipolar_disorder,¬2006-04-05T18:41:42Z,¬Rob.towers,¬977365,¬/* Omega-3 fatty acids */ ,¬0
,,,,,Bipolar_disorder,¬2006-04-05T18:42:28Z,¬Rob.towers,¬977365,¬/* Complementary and alternative treatments */ ,¬0
,,,,,Bipolar_disorder,¬2006-04-05T18:43:29Z,¬Rob.towers,¬977365,¬/* Prognosis and Long-term treatment and relapse prevention */ ,¬0
,,,,,Bipolar_disorder,¬2006-04-05T18:45:31Z,¬Rob.towers,¬977365,¬/* Diagnostic criteria and avoiding misdiagnosis */ ,¬0
,,,,,Bipolar_disorder,¬2006-04-05T18:46:44Z,¬Rob.towers,¬977365,¬/* Environmental factors affecting mood in bipolar disorder */ ,¬0
,,,,,Bipolar_disorder,¬2006-04-05T18:50:37Z,¬Rob.towers,¬977365,¬/* [[Etiology]] or causes */ ,¬0
,,,,,Bipolar_disorder,¬2006-04-05T18:51:31Z,¬Rob.towers,¬977365,¬/* A New [[Epidemiology]]: Bipolar Spectrum Disorder */ ,¬0
,,,,,Bipolar_disorder,¬2006-04-05T18:53:02Z,¬Rob.towers,¬977365,¬/* Diagnostic criteria and avoiding misdiagnosis */ ,¬0
,,,,,Bipolar_disorder,¬2006-04-05T18:54:25Z,¬Rob.towers,¬977365,¬/* Bipolar depression */ ,¬0
,,,,,Bipolar_disorder,¬2006-04-05T18:56:26Z,¬Rob.towers,¬977365,¬/* Mania */ ,¬0
,,,,,Bipolar_disorder,¬2006-04-05T18:58:06Z,¬Rob.towers,¬977365,¬/* [[Hypomania]] */ ,¬0
,,,,,Bipolar_disorder,¬2006-04-05T18:58:56Z,¬Rob.towers,¬977365,¬/* Mania */ ,¬0
,,,,,Bipolar_disorder,¬2006-04-05T19:02:25Z,¬Rob.towers,¬977365,¬/* Further reading */ ,¬0
,,,,,Bipolar_disorder,¬2006-04-05T19:04:15Z,¬Rob.towers,¬977365,¬/* Criteria for a ''major depressive episode'' (DSM-IV-TR) */ ,¬0
,,,,,Bipolar_disorder,¬2006-04-05T19:04:51Z,¬Rob.towers,¬977365,¬/* Criteria for a ''manic episode'' (DSM-IV-TR) */ ,¬0
,,,,,Bipolar_disorder,¬2006-04-05T19:05:48Z,¬Rob.towers,¬977365,¬/* Criteria for a ''hypomanic episode'' */ ,¬0
,,,,,Bipolar_disorder,¬2006-04-05T19:06:35Z,¬Rob.towers,¬977365,¬/* Criteria for a ''manic episode'' (DSM-IV-TR) */ ,¬0
,,,,,Bipolar_disorder,¬2006-04-05T19:07:18Z,¬Rob.towers,¬977365,¬/* Criteria for a ''hypomanic episode'' */ ,¬0
,,,,,Bipolar_disorder,¬2006-04-05T19:08:00Z,¬Rob.towers,¬977365,¬/* Criteria for a ''mixed episode'' */ ,¬0
,,,,,Bipolar_disorder,¬2006-04-05T19:08:55Z,¬Rob.towers,¬977365,¬/* Criteria for a ''manic episode'' (DSM-IV-TR) */ ,¬0
,,,,,Bipolar_disorder,¬2006-04-05T19:13:04Z,¬Rob.towers,¬977365,¬,¬0
,,,,,Bipolar_disorder,¬2006-04-05T19:14:26Z,¬Rob.towers,¬977365,¬/* Criteria for a ''major depressive episode'' (DSM-IV-TR) */ ,¬0
,,,,,Bipolar_disorder,¬2006-04-05T19:17:27Z,¬Rob.towers,¬977365,¬/* Criteria for a ''major depressive episode'' (DSM-IV-TR) */ ,¬0
,,,,,Black_hole,¬2004-09-23T00:10:58Z,¬Livajo,¬91707,¬/* Recent discoveries */ punctuation ,¬0
,,,,,Black_hole,¬2004-09-23T00:32:32Z,¬ip:68.66.91.171,¬ip:68.66.91.171,¬rewording about 19th century view of light; during this period there was *no* belief in a particle theory of light ,¬0
,,,,,Black_hole,¬2004-09-23T00:34:45Z,¬Bcrowell,¬6286,"¬""wave properties of"" is not necessary; photon theory and wave-particle duality predate general relativity ",¬0
,,,,,Black_hole,¬2004-09-23T00:40:32Z,¬ip:81.154.206.109,¬ip:81.154.206.109,¬/* Entropy and Hawking radiation */ ,¬0
 implies a link with neutron stars from the preceding sentence Ï¬0,,,,,Black_hole,¬2004-09-23T01:06:50Z,¬Bcrowell,¬6286,"¬""for this concept"" is confusing",
,,,,,Black_hole,¬2004-09-23T01:09:47Z,¬Bcrowell,¬6286,¬Removed incorrect parenthetical statement about radio photons being undetectable. A radio antenna detects them. ,¬0
,,,,,Black_hole,¬2004-09-23T01:12:31Z,¬Bcrowell,¬6286,¬hyphenation ,¬0
,,,,,Black_hole,¬2004-09-23T01:13:34Z,¬Bcrowell,¬6286,¬microscopic black holes are hypothetical ,¬0
,,,,,Black_hole,¬2004-09-23T01:27:22Z,¬Bcrowell,¬6286,¬discussion of inaccuracy of the idea of escape velocity = c ,¬0
,,,,,Black_hole,¬2004-09-23T01:39:00Z,¬Temujin9,¬73514,¬Added link to quantum mechanics ,¬0
,,,,,Black_hole,¬2004-09-23T02:30:31Z,¬Bcrowell,¬6286,"¬make ""world-line"" a hyperlink ",¬0
,,,,,Black_hole,¬2004-09-23T02:48:06Z,¬ip:207.112.49.76,¬ip:207.112.49.76,¬/* Qualitative physics */ ,¬0
,,,,,Black_hole,¬2004-09-23T02:54:48Z,¬Taxman,¬18034,¬revert edit by anon ,¬0
,,,,,Black_hole,¬2004-09-23T03:02:36Z,¬ip:68.32.8.231,¬ip:68.32.8.231,¬/* Recent discoveries */ ,¬0
 to be consistent with other parts of the article Ï¬0,,,,,Black_hole,¬2004-09-23T03:54:32Z,¬Bcrowell,¬6286,¬U.S. punctuation,
,,,,,Black_hole,¬2004-09-23T04:00:30Z,¬ip:216.184.96.82,¬ip:216.184.96.82,¬,¬0
,,,,,Black_hole,¬2004-09-23T04:02:59Z,¬ip:67.161.111.248,¬ip:67.161.111.248,¬,¬0
,,,,,Black_hole,¬2004-09-23T04:04:35Z,¬Hadal,¬33103,¬rv to Bcrowell ,¬0
,,,,,Black_hole,¬2004-09-23T04:13:48Z,¬Arete,¬94244,¬/* Do black holes exist? */ ,¬0
 rambling web page. Ï¬0,,,,,Black_hole,¬2004-09-23T04:36:38Z,¬Jeffq,¬23204,"¬/* Do black holes exist? */ Removed reference to infringing ""Fifth Force"" article based on incoherent",
,,,,,Black_hole,¬2004-09-23T04:55:10Z,¬ip:69.37.8.209,¬ip:69.37.8.209,¬/* History */ ,¬0
,,,,,Black_hole,¬2004-09-23T05:19:36Z,¬ip:24.148.92.103,¬ip:24.148.92.103,¬,¬0
,,,,,Black_hole,¬2004-09-23T05:20:04Z,¬ip:24.148.92.103,¬ip:24.148.92.103,¬,¬0
,,,,,Black_hole,¬2004-09-23T05:25:29Z,¬Doozer,¬108659,¬/* History */ ,¬0
,,,,,Black_hole,¬2004-09-23T05:56:52Z,¬ip:24.17.199.69,¬ip:24.17.199.69,¬/* History */ ,¬0
,,,,,Black_hole,¬2004-09-23T06:08:17Z,¬ip:68.122.51.157,¬ip:68.122.51.157,¬repaired formatting ,¬0
,,,,,Black_hole,¬2004-09-23T06:08:42Z,¬ip:68.122.51.157,¬ip:68.122.51.157,¬linefeed at head ,¬0
,,,,,Black_hole,¬2004-09-23T06:09:12Z,¬Foobar,¬50022,¬rv vandalism ,¬0
,,,,,Black_hole,¬2004-09-23T08:57:10Z,¬Schneelocke,¬11169,¬/* Have we found them? */ Add a missing ) ,¬0
,,,,,Black_hole,¬2004-09-23T10:54:14Z,¬ip:194.6.225.30,¬ip:194.6.225.30,¬/* History */ ,¬0
,,,,,Black_hole,¬2004-09-23T11:00:11Z,¬Boud,¬4492,¬/* Recent discoveries */ ,¬0
,,,,,Black_hole,¬2004-09-23T11:15:34Z,¬Boud,¬4492,¬/* Further reading */ link to arxiv.org search result ,¬0
,,,,,Black_hole,¬2004-09-23T11:41:33Z,¬Bosmon,¬63605,¬/* Qualitative physics */ remove POV tone of opening sentence. ,¬0
,,,,,Black_hole,¬2004-09-23T11:48:35Z,¬Bosmon,¬63605,¬/* Falling in */ Added link to tidal forces ,¬0
,,,,,Black_hole,¬2004-09-23T11:55:27Z,¬Jguk_2,¬104210,¬/* Qualitative physics */ spelling ,¬0
,,,,,Black_hole,¬2004-09-23T11:58:26Z,¬ip:219.78.246.227,¬ip:219.78.246.227,¬/* External links */ ,¬0
,,,,,Black_hole,¬2004-09-23T12:04:35Z,¬ip:219.78.246.227,¬ip:219.78.246.227,¬/* External links */ ,¬0
,,,,,Black_hole,¬2004-09-23T12:08:05Z,¬ip:219.78.246.227,¬ip:219.78.246.227,¬/* External links */ ,¬0
,,,,,Black_hole,¬2004-09-23T12:24:17Z,¬Taxman,¬18034,¬copyedit intro ,¬0
,,,,,Black_hole,¬2004-09-23T12:24:44Z,¬ip:145.33.29.65,¬ip:145.33.29.65,¬/* History */ ,¬0
,,,,,Black_hole,¬2004-09-23T12:28:40Z,¬Livajo,¬91707,¬rm attempt to put ext image on page (it's just a photoshopped face anyways and doesn't have anything to do with black holes) ,¬0
" but this word will be misinterpreted to mean ""not established"""," of ""second class status"". Ï¬0",,,,Black_hole,¬2004-09-23T12:33:59Z,¬BM,¬107622,"¬removed ""theoretical"" from first sentence. Most objects of physics are ""theoretical""",
,,,,,Black_hole,¬2004-09-23T12:34:39Z,¬Bosmon,¬63605,¬/* History */ Consistency of names ,¬0
,,,,,Black_hole,¬2004-09-23T12:40:39Z,¬ip:24.176.138.31,¬ip:24.176.138.31,¬,¬0
,,,,,Black_hole,¬2004-09-23T12:41:02Z,¬Roadrunner,¬1411,¬/* Do black holes exist? */ ,¬0
,,,,,Black_hole,¬2004-09-23T12:42:55Z,¬Bosmon,¬63605,¬/* Recent discoveries */ improved wording ,¬0
,,,,,Black_hole,¬2004-09-23T12:43:55Z,¬Bosmon,¬63605,¬/* Recent discoveries */ wording ,¬0
,,,,,Black_hole,¬2004-09-23T12:44:51Z,¬ip:24.176.138.31,¬ip:24.176.138.31,¬,¬0
,,,,,Black_hole,¬2004-09-23T13:03:11Z,¬Slartibartfast,¬2424,"¬/* The event horizon */ Linked to ""No hair theorem"" article ",¬0
,,,,,Black_hole,¬2004-09-23T13:07:00Z,¬Bosmon,¬63605,"¬/* History */ Reverted vandalism ""BLACK HOLES ARE REALLY RED"" ",¬0
,,,,,Black_hole,¬2004-09-23T13:11:36Z,¬ip:213.236.117.2,¬ip:213.236.117.2,¬/* History */ ,¬0
 23 Sep 2004 24.176.138.31 edit Ï¬0,,,,,Black_hole,¬2004-09-23T13:13:52Z,¬Slartibartfast,¬2424,¬Restored paragraph which was lost after 12:40,
,,,,,Black_hole,¬2004-09-23T14:02:29Z,¬ip:68.236.182.249,¬ip:68.236.182.249,¬typing error of Michell (Mitchell) corrected ,¬0
,,,,,Black_hole,¬2004-09-23T14:05:54Z,¬ip:66.205.96.48,¬ip:66.205.96.48,¬,¬0
,,,,,Black_hole,¬2004-09-23T14:10:00Z,¬Ponder,¬86301,¬rv to last version by 68.236.182.249 ,¬0
,,,,,Black_hole,¬2004-09-23T14:52:12Z,¬Cucumberslumber,¬89614,¬with the metric is... -> where the metric is... ,¬0
,,,,,Black_hole,¬2004-09-23T16:47:46Z,¬Solitude,¬82826,¬,¬0
,,,,,Black_hole,¬2004-09-23T17:28:13Z,¬ip:209.94.128.82,¬ip:209.94.128.82,"¬Made ""media"" link direct ",¬0
,,,,,Black_hole,¬2004-09-23T18:11:05Z,¬ip:128.100.53.133,¬ip:128.100.53.133,¬/* Qualitative physics */ ,¬0
 link to [[media]] was fine Ï¬0,,,,,Black_hole,¬2004-09-23T18:23:36Z,¬Taxman,¬18034,¬rv edit by anon,
 right? Ï¬0,,,,,Black_hole,¬2004-09-23T18:39:12Z,¬Nathan_Hamblen,¬50004,¬picture should go after the disambig,
,,,,,Black_hole,¬2004-09-23T20:24:31Z,¬Wereon,¬33684,¬quoting style ,¬0
,,,,,Black_hole,¬2004-09-23T20:29:27Z,¬Bactram,¬81209,¬added very minor clarification ,¬0
,,,,,Black_hole,¬2004-09-23T21:01:03Z,¬Hi3322110,¬109154,¬/* History */ ,¬0
,,,,,Black_hole,¬2004-09-23T21:01:26Z,¬Hi3322110,¬109154,¬/* Qualitative physics */ ,¬0
,,,,,Black_hole,¬2004-09-23T21:01:53Z,¬Hi3322110,¬109154,¬/* Reality of black holes */ ,¬0
,,,,,Black_hole,¬2004-09-23T21:02:21Z,¬Hi3322110,¬109154,¬/* Mathematical physics */ ,¬0
,,,,,Black_hole,¬2004-09-23T21:02:41Z,¬Hi3322110,¬109154,¬/* Recent discoveries */ ,¬0
,,,,,Black_hole,¬2004-09-23T21:02:58Z,¬Hi3322110,¬109154,¬/* Related topics */ ,¬0
,,,,,Black_hole,¬2004-09-23T21:03:35Z,¬Hi3322110,¬109154,¬/* External links */ ,¬0
,,,,,Black_hole,¬2004-09-23T21:04:04Z,¬Hi3322110,¬109154,¬/* Further reading */ ,¬0
,,,,,Black_hole,¬2004-09-23T21:04:31Z,¬ip:64.6.1.102,¬ip:64.6.1.102,¬,¬0
,,,,,Black_hole,¬2004-09-23T21:06:24Z,¬ip:65.173.51.12,¬ip:65.173.51.12,¬reverted vandalism and truncation ,¬0
,,,,,Black_hole,¬2004-09-23T21:08:35Z,¬Marshman,¬16734,¬Revert to last edit by Bactran (prev. reversion ineffective) ,¬0
,,,,,Black_hole,¬2004-09-23T22:37:30Z,¬Taxman,¬18034,¬linked to theory after the link was removed. It is still an important concept to link ,¬0
,,,,,Black_hole,¬2004-09-23T22:39:45Z,¬ip:172.200.103.219,¬ip:172.200.103.219,¬,¬0
,,,,,Black_hole,¬2004-09-23T22:40:27Z,¬Guanaco,¬47960,¬Reverted edits by 172.200.103.219 to last version by Taxman ,¬0
,,,,,Black_hole,¬2004-09-23T22:44:32Z,¬ip:64.12.116.202,¬ip:64.12.116.202,¬,¬0
,,,,,Black_hole,¬2004-09-23T22:51:47Z,¬Northgrove,¬24016,¬Reverted edits by 64.12.116.202 to last version by Guanaco ,¬0
,,,,,Black_hole,¬2004-09-23T23:09:34Z,¬ip:128.187.0.164,¬ip:128.187.0.164,¬/* Entropy and Hawking radiation */ ,¬0
,,,,,Black_hole,¬2004-09-23T23:47:20Z,¬Bosmon,¬63605,"¬Slight unclarity of wording - ""light it up"" ",¬0
,,,,,Blitzkrieg,¬2005-09-29T00:10:20Z,¬CalgaryWikifan,¬347356,¬history correction ,¬0
,,,,,Blitzkrieg,¬2005-09-29T00:11:03Z,¬CalgaryWikifan,¬347356,¬,¬0
,,,,,Blitzkrieg,¬2005-09-29T00:12:02Z,¬CalgaryWikifan,¬347356,¬,¬0
,,,,,Blitzkrieg,¬2005-09-29T01:23:25Z,¬Hooker,¬120017,¬grammar ,¬0
,,,,,Blitzkrieg,¬2005-09-29T01:40:58Z,¬ip:138.88.229.50,¬ip:138.88.229.50,¬,¬0
,,,,,Blitzkrieg,¬2005-09-29T01:56:45Z,¬ip:83.109.152.82,¬ip:83.109.152.82,¬correct link ,¬0
,,,,,Blitzkrieg,¬2005-09-29T01:56:53Z,¬Bletch,¬93062,¬rv vandalism ,¬0
,,,,,Blitzkrieg,¬2005-09-29T02:03:51Z,¬ip:210.80.130.198,¬ip:210.80.130.198,¬/* Interwar period */ ,¬0
,,,,,Blitzkrieg,¬2005-09-29T02:19:05Z,¬ip:207.200.116.135,¬ip:207.200.116.135,¬,¬0
,,,,,Blitzkrieg,¬2005-09-29T02:19:57Z,¬MONGO,¬171365,¬rvv ,¬0
,,,,,Blitzkrieg,¬2005-09-29T02:21:13Z,¬ip:207.200.116.135,¬ip:207.200.116.135,¬,¬0
,,,,,Blitzkrieg,¬2005-09-29T02:22:18Z,¬MONGO,¬171365,¬rvv ,¬0
,,,,,Blitzkrieg,¬2005-09-29T02:42:22Z,¬R.D.H._(Ghost_In_The_Machine),¬331825,¬/* Spanish Civil War */ Photo caption ,¬0
,,,,,Blitzkrieg,¬2005-09-29T02:51:28Z,¬ip:69.138.143.161,¬ip:69.138.143.161,¬/* Counter-tactics */ ,¬0
,,,,,Blitzkrieg,¬2005-09-29T02:52:14Z,¬ip:167.230.38.115,¬ip:167.230.38.115,¬/* See also */ ,¬0
,,,,,Blitzkrieg,¬2005-09-29T03:26:03Z,¬ip:69.234.159.123,¬ip:69.234.159.123,¬,¬0
,,,,,Blitzkrieg,¬2005-09-29T03:26:29Z,¬ip:69.234.159.123,¬ip:69.234.159.123,¬,¬0
,,,,,Blitzkrieg,¬2005-09-29T03:27:36Z,¬ip:130.39.142.209,¬ip:130.39.142.209,¬reverted advertising vandalism ,¬0
,,,,,Blitzkrieg,¬2005-09-29T03:28:43Z,¬ip:69.234.159.123,¬ip:69.234.159.123,¬,¬0
,,,,,Blitzkrieg,¬2005-09-29T03:29:28Z,¬Drini,¬195374,¬Reverted edits by [[Special:Contributions/69.234.159.123|69.234.159.123]] to last version by 130.39.142.209 ,¬0
,,,,,Blitzkrieg,¬2005-09-29T03:30:17Z,¬ip:69.234.159.123,¬ip:69.234.159.123,¬,¬0
,,,,,Blitzkrieg,¬2005-09-29T03:32:09Z,¬Jaranda,¬394766,¬Reverted Vandalism ,¬0
,,,,,Blitzkrieg,¬2005-09-29T05:32:02Z,¬ip:67.177.121.54,¬ip:67.177.121.54,¬/* Etymology and modern meaning */ ,¬0
,,,,,Blitzkrieg,¬2005-09-29T07:34:49Z,¬R.D.H._(Ghost_In_The_Machine),¬331825,¬/* Motorisation and combined arms */ KG linkage ,¬0
 removed blockquote Ï¬0,,,,,Blitzkrieg,¬2005-09-29T07:57:14Z,¬GrafZahl,¬432345,¬/* Etymology and modern meaning */ restored word,
 1944&ndash;45 */ add definite article to sentence Ï¬0,,,,,Blitzkrieg,¬2005-09-29T09:13:15Z,¬GraemeLeggett,¬187158,¬/* Western Front,
,,,,,Blitzkrieg,¬2005-09-29T09:23:31Z,¬GraemeLeggett,¬187158,¬/* Counter-tactics */ wiki fix and sense correction ,¬0
,,,,,Blitzkrieg,¬2005-09-29T09:39:30Z,¬ip:62.2.201.130,¬ip:62.2.201.130,¬/* Etymology and modern meaning */ ,¬0
,,,,,Blitzkrieg,¬2005-09-29T09:39:43Z,¬ip:138.37.103.5,¬ip:138.37.103.5,¬/* Foreign influence */ ,¬0
,,,,,Blitzkrieg,¬2005-09-29T09:58:28Z,¬Kpalion,¬48983,¬/* Etymology and modern meaning */ ,¬0
,,,,,Blitzkrieg,¬2005-09-29T10:07:06Z,¬Poliorcetes,¬222689,¬,¬0
,,,,,Blitzkrieg,¬2005-09-29T10:20:45Z,¬The_Land,¬61500,¬rm Vimy Ridge ,¬0
,,,,,Blitzkrieg,¬2005-09-29T10:40:54Z,¬Shanes,¬94147,¬fix broken interwiki-links ,¬0
,,,,,Blitzkrieg,¬2005-09-29T10:41:33Z,¬Listowy,¬403778,¬/* Counter-tactics */ spelling ,¬0
,,,,,Blitzkrieg,¬2005-09-29T10:44:09Z,¬Yosri,¬30132,¬,¬0
,,,,,Blitzkrieg,¬2005-09-29T11:57:49Z,¬ip:213.206.148.225,¬ip:213.206.148.225,¬/* Reichswehr */ ,¬0
,,,,,Blitzkrieg,¬2005-09-29T12:01:45Z,¬ip:213.206.148.225,¬ip:213.206.148.225,¬/* Reichswehr */ ,¬0
,,,,,Blitzkrieg,¬2005-09-29T12:06:34Z,¬ip:213.206.148.225,¬ip:213.206.148.225,¬/* Further reading */ ,¬0
,,,,,Blitzkrieg,¬2005-09-29T12:10:30Z,¬ip:213.206.148.225,¬ip:213.206.148.225,¬/* Reichswehr */ ,¬0
,,,,,Blitzkrieg,¬2005-09-29T12:11:08Z,¬ip:213.206.148.225,¬ip:213.206.148.225,¬/* Reichswehr */ ,¬0
,,,,,Blitzkrieg,¬2005-09-29T12:18:30Z,¬ip:213.206.148.225,¬ip:213.206.148.225,¬/* Reichswehr */ ,¬0
,,,,,Blitzkrieg,¬2005-09-29T12:20:53Z,¬PerlKnitter,¬377591,¬,¬0
,,,,,Blitzkrieg,¬2005-09-29T12:21:06Z,¬PerlKnitter,¬377591,¬Minor cleanup ,¬0
,,,,,Blitzkrieg,¬2005-09-29T12:24:33Z,¬ip:84.66.5.167,¬ip:84.66.5.167,¬,¬0
,,,,,Blitzkrieg,¬2005-09-29T12:25:29Z,¬ip:84.66.5.167,¬ip:84.66.5.167,¬,¬0
,,,,,Blitzkrieg,¬2005-09-29T12:25:49Z,¬RGTraynor,¬270405,¬rv vandalism ,¬0
,,,,,Blitzkrieg,¬2005-09-29T12:38:42Z,¬Talleyrand,¬147593,¬/* Motorisation and combined arms */ ,¬0
,,,,,Blitzkrieg,¬2005-09-29T12:44:21Z,¬ip:213.206.148.225,¬ip:213.206.148.225,¬/* Reichswehr */ ,¬0
