Name,Date,Count,,
Arthur_Stanley_Eddington,2/10/2004,11,,
Arthur_Wellesley,9/19/2004,_1st_Duke_of_Wellington,32,
Articles_of_Confederation,10/13/2003,26,,
Articles_of_Faith,6/15/2007,14,,
Artificial_intelligence,1/25/2004,18,,
Artist,1/17/2007,10,,
Art_conservation_and_restoration,11/4/2006,14,,
Art_Deco,4/25/2006,14,,
Aruba,2/21/2006,11,,
Aryan,1/24/2005,12,,
ARY_Digital,3/26/2006,13,,
Asbestos,2/28/2006,10,,
Ascension_Island,9/6/2005,11,,
ASCII,12/25/2005,10,,
ASCII_art,8/26/2003,16,,
Ascorbic_acid,10/4/2005,10,,
Asexual_reproduction,9/15/2006,13,,
Asgard,2/11/2006,10,,
Ashoka_the_Great,9/13/2004,10,,
Asia,6/27/2004,11,,
Aslan,1/1/2006,10,,
Aspartame,6/8/2005,10,,
Asphalt,9/22/2006,12,,
Aspirin,11/9/2005,12,,
Assassination,3/28/2002,21,,
Assault,10/31/2007,10,,
Assault_rifle,7/9/2005,15,,
Assembly_language,9/7/2006,10,,
Assembly_line,11/16/2005,10,,
Asset,9/13/2007,13,,
Assistive_technology,11/17/2004,10,,
Association_football,3/26/2004,13,,
Assyria,4/27/2005,15,,
Asteraceae,10/21/2003,10,,
Asterix,9/14/2004,18,,
Asteroid,1/25/2004,11,,
Asteroids_(arcade_game),2/1/2006,10,,
Aster_CT-80,6/6/2007,33,,
Aston_Martin,2/12/2004,11,,
Astrobiology,3/7/2007,12,,
Astronaut,3/18/2003,12,,
Astronomer,6/14/2006,11,,
Astronomical_unit,3/5/2007,13,,
Astronomy,6/13/2002,15,,
Aswan,4/11/2007,12,,
Asymmetric_Digital_Subscriber_Line,5/21/2005,10,,
Asymptote,11/25/2007,15,,
Asynchronous_communication,11/7/2006,12,,
Asynchronous_Transfer_Mode,11/30/2001,17,,
Atacama_Desert,8/26/2005,11,,
Atanasoff,1/12/2005,10,,
Atari,3/29/2007,11,,
Atari_2600,11/13/2003,10,,
Atari_5200,2/10/2006,10,,
Atari_7800,5/22/2007,18,,
Atari_Jaguar,5/22/2007,10,,
Atari_ST,7/26/2005,10,,
Atheism,8/14/2003,49,,
Athena,11/22/2005,15,,
Athenian_democracy,8/5/2004,16,,
Athens,1/9/2004,16,,
Athlon,5/7/2007,10,,
Atlanta,10/11/2003,_Georgia,15,
Atlanta_Braves,9/29/2005,11,,
Atlanta_Falcons,7/31/2006,23,,
Atlantic_Ocean,6/18/2005,13,,
Atlantis,3/21/2004,13,,
Atlas_Shrugged,4/15/2006,12,,
Atom,7/26/2005,12,,
Atomic_clock,4/17/2007,13,,
Atomic_theory,2/27/2006,20,,
Attention-deficit_hyperactivity_disorder,7/27/2002,24,,
Attila_the_Hun,9/8/2004,21,,
Attribution_of_recent_climate_change,4/22/2005,22,,
AT_Attachment,8/5/2006,11,,
Auckland,10/29/2004,12,,
Audi,8/14/2006,13,,
Audiogalaxy,12/7/2005,15,,
Auguste_and_Louis_Lumi,9/12/2006,13,,
Auguste_Rodin,4/24/2007,14,,
Augustine,2/4/2007,10,,
Augustine_of_Canterbury,7/2/2007,12,,
Augustine_of_Hippo,11/24/2003,11,,
Augustus,8/6/2003,13,,
August_1,8/1/2004,10,,
August_10,8/24/2005,15,,
August_11,8/11/2004,11,,
August_12,8/12/2004,12,,
August_13,12/18/2004,13,,
August_14,8/25/2005,15,,
August_15,8/15/2005,10,,
August_16,7/3/2005,14,,
August_17,6/1/2005,12,,
August_18,3/23/2005,12,,
August_19,8/19/2005,23,,
August_2,8/2/2004,10,,
August_20,8/25/2005,10,,
August_21,6/20/2005,12,,
August_22,7/13/2005,28,,
August_23,3/26/2005,11,,
August_24,3/26/2005,12,,
August_25,8/25/2004,19,,
August_27,8/25/2005,29,,
August_28,8/25/2005,16,,
August_29,8/27/2004,11,,
August_3,8/2/2005,11,,
August_30,8/31/2004,10,,
August_31,8/31/2006,18,,
August_4,8/24/2005,14,,
August_5,8/5/2005,10,,
August_6,8/4/2005,17,,
August_7,8/7/2005,13,,
August_8,8/8/2006,29,,
August_9,8/9/2005,13,,
Aung_San_Suu_Kyi,5/27/2006,26,,
Aurangzeb,4/7/2005,14,,
Aurobindo,9/19/2004,21,,
Auschwitz_concentration_camp,9/13/2004,11,,
Austin,2/22/2007,16,,
Austin,7/21/2005,_Texas,11,
Australian_Army,6/19/2005,11,,
Australian_Broadcasting_Corporation,9/5/2005,22,,
Australian_Capital_Territory,11/29/2005,11,,
Australian_Democrats,10/19/2005,11,,
Australian_English,6/29/2004,11,,
Australian_Labor_Party,11/24/2004,10,,
Australian_rules_football,11/16/2005,13,,
Austria,1/10/2005,10,,
Austria-Hungary,1/2/2006,14,,
Austrian_School,4/17/2005,11,,
Austro-Asiatic_languages,3/24/2006,10,,
Auteur_theory,8/13/2005,12,,
Author,10/29/2005,10,,
Authorized_King_James_Version,2/5/2005,11,,
AutoCAD,6/16/2006,12,,
Autocorrelation,2/6/2005,12,,
Automatic_dependent_surveillance-broadcast,12/27/2006,17,,
Autonomous_building,5/5/2005,10,,
Auto_racing,12/7/2006,10,,
Autumn,2/24/2007,18,,
Average,3/1/2003,25,,
Avicenna,12/4/2005,11,,
Avignon_Papacy,2/27/2003,10,,
Avionics,7/25/2006,14,,
Axiom,8/13/2004,11,,
Axiom_of_choice,1/5/2005,12,,
Ayahuasca,7/16/2005,10,,
Ayn_Rand,9/7/2002,14,,
Ayrshire,8/6/2002,11,,
Azad_Kashmir,5/16/2007,12,,
Azawakh,8/17/2006,11,,
Azerbaijan,6/2/2004,12,,
Azores,9/6/2004,37,,
Aztlan_Underground,8/29/2006,25,,
AZ_(football_club),5/20/2006,11,,
A_cappella,9/12/2006,12,,
A_child's_history_of_England,2/14/2002,25,,
A_Clockwork_Orange,9/16/2006,20,,
A_Doll's_House,3/5/2007,11,,
A_Modest_Proposal,6/9/2006,14,,
A_Song_of_Ice_and_Fire,8/6/2006,12,,
A_Vindication_of_the_Rights_of_Woman,2/15/2007,13,,
A_Wizard_of_Earthsea,9/6/2007,11,,
B,5/15/2004,10,,
B-17_Flying_Fortress,4/29/2006,14,,
B-1_Lancer,12/14/2006,10,,
B-25_Mitchell,4/9/2006,10,,
B-2_Spirit,11/13/2005,28,,
B-52_Stratofortress,2/2/2006,17,,
B-tree,4/1/2006,10,,
B._F._Skinner,2/20/2006,10,,
Babe_Ruth,6/12/2005,19,,
Babur,12/13/2005,23,,
Babylon,12/1/2004,16,,
Babylon_5,11/22/2004,16,,
Bachelor,5/15/2007,19,,
Bach_(disambiguation),6/23/2004,10,,
Bacillus,12/11/2007,10,,
Bacillus_Calmette-Gu,2/5/2007,12,,
Bacillus_thuringiensis,5/2/2006,10,,
Backgammon,7/13/2005,17,,
Background_radiation,2/16/2007,13,,
Bacon_number,3/10/2002,10,,
Bacterial_vaginosis,2/21/2007,13,,
Bacteriophage,5/8/2007,20,,
Bactria,3/22/2002,15,,
Badminton,2/15/2006,11,,
Baghdad,8/16/2004,20,,
Baghdad_International_Airport,4/6/2003,11,,
Bagpipes,1/7/2004,12,,
Bah,11/28/2003,12,,
Bahrain,1/11/2005,10,,
Bail,1/18/2003,26,,
Bakelite,6/19/2006,10,,
Baku,6/6/2005,16,,
Balalaika,5/8/2007,17,,
Balance,5/14/2005,10,,
Balance_of_trade,6/6/2007,18,,
Baldassare_Castiglione,3/22/2006,10,,
Baldr,11/11/2007,14,,
Bald_Eagle,12/13/2005,13,,
Balfour_Declaration_of_1917,2/9/2007,11,,
Bali,5/27/2005,12,,
Balkans,8/25/2003,14,,
Balkan_Wars,11/29/2006,15,,
Ball,3/24/2006,10,,
Ballad,9/27/2006,10,,
Ballad_of_the_Green_Berets,8/4/2007,11,,
Ballarat,11/3/2005,_Victoria,10,
Balloon,5/17/2006,18,,
Ballpoint_pen,11/28/2006,10,,
Ballroom_dance,9/5/2004,13,,
Balochistan_(Pakistan),7/15/2006,18,,
Balsall_Heath,7/3/2006,12,,
Baltic_languages,7/16/2007,15,,
Baltic_Sea,11/24/2003,11,,
Baltimore_Orioles,5/24/2005,13,,
Baltimore_Ravens,8/20/2005,11,,
Bal_Thackeray,10/25/2004,13,,
Bamberg,12/6/2005,10,,
Banana,1/17/2003,13,,
Banca_d'Italia,12/29/2005,11,,
Banda_Islands,6/7/2005,10,,
Bandwidth,12/27/2005,15,,
Bandy,11/3/2002,10,,
Bangladesh,12/15/2004,11,,
Banjo,5/10/2006,11,,
Bank,8/2/2006,14,,
Bankruptcy,1/4/2006,10,,
Bank_of_England,9/15/2006,10,,
Banquo,10/22/2007,11,,
Bantu,1/12/2006,12,,
Bantu_languages,9/23/2005,10,,
Baptism,6/22/2005,10,,
Baptism_for_the_dead,12/13/2003,11,,
Baptist,8/4/2005,17,,
Barbados,1/3/2006,15,,
Barbara_Olson,5/21/2006,12,,
Barcelona,9/13/2003,33,,
Barium,5/22/2006,11,,
Barnard_College,4/18/2004,11,,
Baroque,11/4/2004,37,,
Baroque_dance,7/1/2006,13,,
Baroque_music,2/4/2005,10,,
Barrister,12/10/2007,11,,
Barry_Bonds,12/16/2005,13,,
Barry_Goldwater,9/22/2006,12,,
Barry_Hannah,11/15/2002,16,,
Barry_Lyndon,8/6/2005,10,,
Barry_White,7/5/2003,14,,
Barsoom,2/15/2006,18,,
Barter,9/8/2005,14,,
Bart_the_Genius,1/12/2003,13,,
Baruch_Spinoza,7/23/2005,15,,
Baseball,5/7/2004,10,,
Baseball_statistics,6/10/2003,19,,
Basel,12/8/2006,12,,
Basel_Convention,10/4/2007,18,,
Basenji,11/21/2006,12,,
BASE_jumping,10/22/2006,12,,
Bash,11/19/2004,29,,
BASIC,7/25/2002,11,,
Basic_Role-Playing,9/14/2007,10,,
Basil_Liddell_Hart,9/5/2006,10,,
Basketball,5/2/2005,10,,
Basque_language,7/15/2005,10,,
Basque_people,12/12/2005,14,,
Basra,3/23/2003,13,,
Bassas_da_India,4/1/2006,14,,
Bassoon,1/26/2005,10,,
Bass_guitar,5/11/2005,23,,
Bastille_Day,5/12/2005,13,,
Bat,4/1/2006,10,,
Bathyscaphe_Trieste,10/23/2006,10,,
Batman,5/7/2004,36,,
Batman:_Year_One,8/9/2006,24,,
Batman_&_Robin_(film),6/25/2006,12,,
Batman_Forever,12/27/2005,11,,
Batman_Returns,5/13/2006,14,,
Battery_(electricity),8/1/2003,43,,
Battery_Park_City,11/2/2006,_Manhattan,11,
Batting_average,12/20/2005,10,,
Battle,2/1/2007,12,,
Battle.net,6/28/2006,15,,
Battlecruiser,4/6/2006,20,,
Battleship,7/29/2004,19,,
Battle_Creek,12/8/2006,_Michigan,15,
Battle_of_Actium,10/31/2005,18,,
Battle_of_Adwa,6/4/2006,12,,
Battle_of_Agincourt,10/25/2005,24,,
Battle_of_Blenheim,8/8/2006,10,,
Battle_of_Bosworth_Field,6/22/2005,13,,
Battle_of_Gettysburg,12/20/2001,13,,
Battle_of_Grunwald,12/8/2003,15,,
Battle_of_Jutland,2/21/2004,14,,
Battle_of_Marathon,9/11/2006,17,,
Battle_of_Mogadishu_(1993),1/17/2004,10,,
Battle_of_Okinawa,3/30/2006,13,,
Battle_of_Stalingrad,11/1/2004,10,,
Battle_of_the_Nile,5/26/2006,18,,
Battle_of_Waterloo,10/8/2005,22,,
Baudouin_I_of_Belgium,7/30/2003,11,,
Bauhaus,2/21/2006,13,,
Bauxite,11/20/2007,11,,
Bavaria,11/23/2005,12,,
Bayer_designation,4/2/2007,33,,
Bayes'_theorem,6/10/2004,14,,
Bayesian_probability,12/1/2005,14,,
BBC,4/25/2003,10,,
BBC_Micro,5/22/2006,13,,
BBC_News_24,7/7/2006,15,,
BBC_Radio_1,12/10/2005,12,,
BC,9/21/2003,11,,
BDSM,1/11/2003,12,,
Beacon,7/21/2007,23,,
Bead,1/24/2006,10,,
Beagle,12/8/2005,17,,
Bean,3/3/2004,10,,
Bear,12/14/2005,11,,
Beast,10/28/2007,12,,
Beastie_Boys,11/19/2005,12,,
Beast_of_Bodmin,1/24/2002,13,,
Beatrix_Potter,12/5/2006,14,,
Beauty,1/5/2005,11,,
Beaver,10/18/2005,10,,
Beavis_and_Butt-head,8/4/2005,12,,
Bede,4/12/2005,10,,
Bee,8/21/2005,10,,
Beer,11/10/2003,19,,
Beer-Lambert_law,9/14/2006,11,,
Beetle,6/25/2005,44,,
Behistun_Inscription,12/7/2005,10,,
Beijing,8/13/2004,10,,
Belarus,1/9/2004,12,,
Belarus/History,2/20/2002,14,,
Belfast,3/20/2005,12,,
Belgium,4/6/2004,18,,
Believer's_baptism,3/12/2007,11,,
Believers_Baptism,1/12/2004,13,,
Belize,4/14/2005,10,,
Belle_&_Sebastian,1/18/2006,11,,
Bell_Labs,8/1/2003,10,,
Beltane,5/1/2007,12,,
Benedict_of_Nursia,2/2/2007,11,,
Benelux,4/5/2005,14,,
Bengal,3/6/2007,10,,
Bengali_language,8/6/2005,10,,
Benin,9/8/2006,10,,
Benito_Mussolini,11/16/2004,12,,
Benjamin,10/26/2005,14,,
Benjamin_Disraeli,8/9/2002,14,,
Benjamin_Franklin,10/29/2004,10,,
Benjamin_Tucker,3/11/2006,20,,
Benny_Andersson,2/1/2007,10,,
Bentley,7/17/2005,12,,
Benzene,8/28/2004,11,,
Benzodiazepine,4/1/2006,11,,
Benzoic_acid,9/24/2006,13,,
Ben_Bova,12/19/2005,14,,
Ben_Nevis,3/6/2004,12,,
Beowulf,9/14/2005,10,,
Berber_languages,6/27/2004,15,,
Berkeley,6/19/2006,28,,
Berkeley,1/13/2005,_California,10,
Berkeley_Software_Distribution,1/26/2007,11,,
Berkelium,4/26/2007,11,,
Berlin,10/1/2004,10,,
Berlin_International_Film_Festival,12/19/2007,11,,
Berlin_Wall,8/13/2004,13,,
Bermuda,6/30/2005,12,,
Bermuda_Triangle,7/25/2005,14,,
Bernard_Montgomery,3/20/2006,_1st_Viscount_Montgomery_of_Alamein,15,
Bernard_of_Clairvaux,8/22/2006,13,,
Bernoulli's_inequality,8/5/2006,10,,
Bernoulli_number,10/18/2004,13,,
Berry_Berenson,8/7/2003,12,,
Berthe_Morisot,10/9/2007,16,,
Bertolt_Brecht,6/23/2005,15,,
Bertrand_Russell,2/4/2005,12,,
Beryllium,2/3/2002,17,,
Bessel_function,6/8/2003,31,,
Bestiality,7/9/2006,10,,
Beta-lactamase,9/28/2006,34,,
Bethlehem,8/2/2002,11,,
Bhangra,9/22/2005,15,,
Biathlon,12/4/2003,12,,
Biathlon_World_Championships,2/6/2004,10,,
Bible,8/26/2004,10,,
Bible_and_Tanakh,2/27/2003,11,,
Bicycle,12/9/2003,13,,
Bigfoot,1/9/2004,14,,
Big_Apple,11/25/2006,13,,
Big_bang,11/19/2001,12,,
Big_beat,10/24/2007,12,,
Big_Brother_(TV_series),7/23/2004,11,,
Big_Country,12/11/2005,13,,
Big_Dig_(Boston,5/3/2006,_Massachusetts),11,
Bikini,10/11/2006,12,,
Bildungsroman,12/15/2006,35,,
Bilinear_transform,9/8/2003,11,,
Bill,12/11/2007,12,,
Billy_Bob_Thornton,2/5/2007,11,,
Billy_Crystal,4/25/2006,21,,
Bill_Bixby,1/12/2006,12,,
Bill_Clinton,1/11/2004,24,,
Bill_Gates,12/7/2003,14,,
Bill_Mumy,8/24/2006,17,,
Bill_Oddie,6/24/2004,13,,
Bill_of_Rights_1689,9/4/2002,13,,
Bill_Walsh_(American_football_coach),7/30/2007,74,,
Bill_Watterson,7/7/2004,10,,
Binary-coded_decimal,1/12/2006,11,,
Binary_prefix,1/30/2005,13,,
Binary_relation,1/18/2006,22,,
Binary_search_algorithm,12/12/2007,26,,
Binary_search_tree,2/12/2006,10,,
Binary_tree,1/24/2004,10,,
Bing_Crosby,8/10/2005,13,,
Binomial_coefficient,5/16/2006,12,,
Binomial_distribution,4/5/2006,10,,
Binomial_theorem,9/27/2006,15,,
Biochemistry,12/19/2006,16,,
Bioinformatics,10/30/2005,15,,
Biological_warfare,10/19/2006,15,,
Biome,2/14/2006,12,,
Biomedical_engineering,10/13/2006,10,,
BIOS,11/29/2004,14,,
Biosecurity,3/21/2002,11,,
Biosphere,10/1/2007,10,,
Biostatistics,10/30/2005,13,,
Biotechnology,2/7/2006,12,,
Bioterrorism,12/4/2006,12,,
Biotite,10/22/2006,10,,
Bipedalism,4/17/2006,38,,
Bird,1/7/2006,16,,
Birka,11/11/2006,10,,
Birth_control,2/10/2006,10,,
Bisexuality,7/20/2003,12,,
Bishkek,3/24/2005,13,,
Bishop,6/20/2005,13,,
Bismuth,10/26/2006,10,,
Bison,2/15/2006,10,,
Bit,11/4/2005,21,,
Bitola,3/3/2006,13,,
Bj,3/24/2004,13,,
Black,12/5/2001,15,,
Blackadder,7/18/2004,15,,
Blackbeard,3/28/2006,14,,
Blackjack,7/1/2004,20,,
Black_Death,8/9/2003,11,,
Black_economy,10/10/2002,10,,
Black_Forest,4/23/2007,12,,
Black_Hand,5/24/2006,13,,
Black_metal,12/10/2003,10,,
Black_Sabbath,3/16/2003,13,,
Black_Sea,8/8/2005,10,,
Blade_Runner,1/30/2005,19,,
Blaxploitation,1/1/2006,19,,
Blazing_Saddles,1/31/2007,10,,
Bletchley_Park,1/23/2006,21,,
Blindness,10/4/2004,13,,
Blitz_BASIC,12/1/2005,10,,
Blizzard,4/18/2006,10,,
Blizzard_Entertainment,8/24/2006,13,,
Blood,4/13/2006,26,,
Bloody_Sunday,11/28/2006,11,,
Bloody_Sunday_(1972),6/16/2005,10,,
Blood_libel,1/30/2003,11,,
Blue,12/6/2001,11,,
Blues,5/17/2005,11,,
Bluetongue_disease,8/21/2006,14,,
Bluetooth,12/8/2005,11,,
Bluetooth_Special_Interest_Group,1/8/2007,18,,
Blue_,4/8/2005,15,,
Blue_law,4/9/2007,10,,
Blue_Screen_of_Death,11/6/2005,13,,
Blue_Streak_missile,10/13/2005,25,,
Blue_Velvet,12/28/2006,14,,
Blythe_Danner,2/5/2007,24,,
BMW,7/25/2002,11,,
Board_game,7/23/2002,10,,
Boat,6/16/2006,14,,
Bobby_Charlton,9/22/2007,84,,
Bobby_Moore,5/6/2006,41,,
Bob_Black,9/3/2003,11,,
Bob_Costas,12/21/2006,23,,
Bob_Hawke,9/21/2005,17,,
Bob_Jones_University,3/23/2005,13,,
Bob_Knight,11/15/2005,11,,
Bob_Wills,12/28/2006,11,,
Bocce,11/12/2006,12,,
Bodhidharma,7/27/2005,10,,
Bodhisattva,12/8/2005,14,,
Body,1/24/2007,12,,
Bodybuilding,11/4/2004,10,,
Body_mass_index,1/25/2006,11,,
Body_piercing,5/4/2004,13,,
Boeing,10/15/2003,10,,
Boeing_747,4/1/2004,17,,
Boeing_767,2/6/2007,25,,
Boer,4/16/2007,12,,
Bohdan_Khmelnytsky,12/21/2006,10,,
Bohemia,2/25/2006,13,,
Bohr_model,11/27/2005,22,,
Boiling_point,4/20/2006,15,,
Bolivia,1/27/2005,42,,
Bollywood,8/16/2004,12,,
Bolshevik,1/14/2004,19,,
Boltzmann_constant,6/24/2003,10,,
Bombardier,3/3/2004,10,,
Bomber,9/26/2003,11,,
Bomis,7/10/2006,27,,
Bonaparte,2/2/2007,10,,
Bondage,10/10/2002,10,,
Bone,1/4/2004,21,,
Boney_M.,7/19/2006,10,,
Bongo_(antelope),6/14/2006,16,,
Bonn,11/3/2005,15,,
Bonzo_Dog_Doo-Dah_Band,10/23/2005,17,,
Book,1/11/2006,13,,
Bookkeeping,10/10/2007,13,,
Books_of_Chronicles,1/2/2007,12,,
Books_of_the_Bible,7/8/2007,15,,
Book_of_Amos,6/14/2004,10,,
Book_of_Common_Prayer,2/20/2006,10,,
Book_of_Daniel,10/28/2006,10,,
Book_of_Esther,3/15/2005,18,,
Book_of_Ezekiel,3/30/2005,11,,
Book_of_Genesis,11/8/2006,17,,
Book_of_Habakkuk,5/22/2007,13,,
Book_of_Jeremiah,8/31/2006,10,,
Book_of_Job,5/22/2006,16,,
Book_of_Joel,5/18/2007,11,,
Book_of_Jonah,11/29/2005,11,,
Book_of_Joshua,1/4/2006,16,,
Book_of_Judges,7/17/2004,26,,
Book_of_Lamentations,4/7/2007,13,,
Book_of_Malachi,3/18/2005,19,,
Book_of_Micah,10/2/2007,13,,
Book_of_Mormon,12/10/2002,13,,
Book_of_Obadiah,4/28/2007,16,,
Book_of_Proverbs,5/18/2006,13,,
Book_of_Revelation,8/16/2005,13,,
Book_of_Ruth,4/27/2006,14,,
Boolean_algebra_(structure),8/31/2005,20,,
Boolean_satisfiability_problem,1/17/2007,15,,
Boomerang,5/25/2006,10,,
Boone,11/14/2007,_North_Carolina,10,
Bootstrapping,6/27/2006,39,,
Borda_count,2/19/2005,14,,
Bordeaux,11/25/2005,11,,
Boris_Johnson,3/2/2003,10,,
Boris_Pasternak,10/1/2007,10,,
Boris_Vian,9/8/2002,10,,
Boris_Yeltsin,7/13/2005,12,,
Borland,4/17/2006,14,,
Borneo,4/4/2005,11,,
Born_again_Christianity,12/16/2002,10,,
Boron,11/19/2006,13,,
Borzoi,7/25/2006,34,,
Bose,10/14/2004,10,,
Bosnia_and_Herzegovina,8/12/2003,11,,
Boson,12/21/2005,11,,
Boston,5/25/2004,_Massachusetts,11,
Boston_Corbett,4/26/2005,11,,
Boston_Red_Sox,10/20/2004,20,,
Botany,4/1/2004,26,,
Botswana,5/16/2006,12,,
Boudica,12/24/2004,22,,
Bourbon,1/3/2007,34,,
Bowling,12/8/2005,17,,
Bowls,2/20/2006,14,,
Boxing,8/7/2005,10,,
Boxing_Day,12/7/2005,26,,
Boy_band,8/27/2003,11,,
Bo_Diddley,5/17/2007,13,,
Bra-ket_notation,7/29/2006,17,,
Brabham,3/21/2006,16,,
Brackish_water,8/31/2006,12,,
Braille,1/4/2006,30,,
Brain,2/15/2004,16,,
Brainfuck,2/22/2007,10,,
Brainwashing,1/4/2005,12,,
Bram_Stoker,6/23/2006,20,,
Branch_Davidian,1/10/2005,11,,
Brand,4/22/2006,11,,
Brandon_Vedas,2/3/2003,12,,
Bras,8/30/2005,12,,
Brass,11/17/2005,15,,
Brassicaceae,4/19/2007,14,,
Bratislava,8/30/2003,41,,
Braveheart,12/8/2002,10,,
Brazil,12/2/2004,12,,
Breakdance,11/14/2004,10,,
Breast,7/24/2005,11,,
Bretwalda,12/28/2005,12,,
Brevard_County,10/8/2002,_Florida,11,
Breviary,2/3/2007,13,,
Brewing,3/4/2007,12,,
Brian_Boitano,9/6/2006,11,,
Brian_De_Palma,5/16/2005,20,,
Brian_Eno,3/30/2006,10,,
Brian_Lara,11/22/2004,17,,
Brick,6/6/2006,12,,
Bridge,11/3/2003,11,,
Brigham_Young,1/30/2004,10,,
Brigitte_Bardot,2/24/2007,10,,
Brion_Gysin,11/26/2007,36,,
Brisbane_Broncos,5/14/2006,11,,
Brisbane_Lions,10/26/2005,10,,
Bristol_City_F.C.,10/6/2002,11,,
Britain,11/16/2005,11,,
Britain_and_Ireland,5/30/2007,12,,
British_Airways,4/3/2004,13,,
British_and_Irish_Lions,6/23/2005,12,,
British_Army,2/21/2003,11,,
British_Columbia,1/10/2006,27,,
British_Empire,8/9/2003,18,,
British_English,1/6/2005,11,,
British_House_of_Commons,10/25/2003,18,,
British_Indian_Ocean_Territory,1/14/2006,10,,
British_Isles,6/13/2003,14,,
British_Mandate_of_Palestine,2/11/2003,22,,
British_Museum,1/15/2006,13,,
British_nationality_law,4/24/2005,10,,
British_National_Party,9/21/2003,34,,
British_politics,2/2/2002,31,,
British_Rail,9/13/2004,12,,
British_sitcom,3/22/2003,10,,
British_Standards,1/30/2006,13,,
British_thermal_unit,11/9/2005,13,,
British_Virgin_Islands,9/10/2006,15,,
Brit_milah,1/24/2006,17,,
Broadway_(New_York_City),3/2/2007,11,,
Broch,8/5/2007,13,,
Bromine,5/15/2006,21,,
Bronski_Beat,6/16/2006,23,,
Bronze,11/13/2006,22,,
Bronze_Age,8/1/2005,12,,
Bronze_Star_Medal,4/18/2007,14,,
Brooke_Burke,5/23/2006,10,,
Brownian_motion,5/1/2006,10,,
Brown_Bear,9/11/2006,13,,
Brown_University,6/22/2004,35,,
Bruce_Campbell,1/22/2007,11,,
Brunei,11/8/2006,10,,
Brussels,4/4/2004,10,,
Brythonic_languages,3/11/2007,10,,
BT_(musician),4/29/2005,11,,
BT_Group,11/27/2006,13,,
Bubblegum_Crisis,3/13/2006,24,,
Bubble_Bobble,7/31/2007,10,,
Bubble_sort,5/27/2005,10,,
Bubble_tea,12/17/2004,10,,
Bubonic_plague,2/14/2005,12,,
Buckinghamshire,7/18/2003,26,,
Buckingham_Palace,1/19/2005,20,,
Buckminster_Fuller,8/18/2006,10,,
Bud,6/10/2004,12,,
Buddhist_philosophy,4/26/2004,15,,
Buddy_Holly,6/3/2005,10,,
Budweiser_(Anheuser-Busch),10/1/2005,10,,
Bud_Selig,3/31/2007,12,,
Bud_Spencer,2/21/2007,23,,
Buffalo,9/28/2007,10,,
Buffalo,10/4/2004,_New_York,10,
Buffalo_Bills,6/1/2003,14,,
Buffer_overflow,4/11/2004,13,,
Buffy_The_Vampire_Slayer_television_show,2/5/2002,15,,
Bug,4/26/2006,12,,
Bugatti,7/14/2002,10,,
Building_society,3/17/2007,18,,
Bulgaria,7/13/2005,10,,
Bulgarian_language,8/4/2004,21,,
Bulletin_board_system,11/5/2006,13,,
Bundaberg_Rum,11/15/2006,17,,
Bundestag,2/4/2006,10,,
Bunhill_Fields,1/9/2003,13,,
Bunsen_burner,9/19/2006,11,,
Bureaucracy,6/2/2007,20,,
Burgundians,9/20/2005,23,,
Burhanuddin_Rabbani,8/13/2007,10,,
Burkina_Faso,11/9/2004,19,,
Burma,1/21/2006,16,,
Burns_supper,1/25/2006,10,,
Bursa,6/3/2006,18,,
Burt_Lancaster,10/17/2003,19,,
Burundi,7/20/2006,14,,
Bus,12/27/2004,14,,
Business_ethics,12/6/2003,23,,
Bus_(computing),10/25/2002,25,,
Butterfly_effect,11/27/2004,13,,
Byte,1/25/2007,24,,
Byzantine_Empire,4/1/2004,27,,
Byzantium,10/13/2006,10,,
C*-algebra,5/7/2004,11,,
C-130_Hercules,5/7/2005,13,,
C-17_Globemaster_III,12/11/2006,12,,
C._S._Lewis,5/20/2005,11,,
Cable,1/4/2005,11,,
Cable_car_(railway),12/30/2004,24,,
Cable_television,4/11/2006,10,,
Cactus,10/30/2006,12,,
Cadillac,7/17/2006,_Michigan,27,
Cadillac_(disambiguation),8/3/2006,10,,
Cadmium,1/8/2007,14,,
Caesar_salad,7/20/2007,13,,
Caesium,12/15/2005,12,,
Cairn,8/16/2005,10,,
Cairo,7/18/2004,10,,
Cajun_cuisine,1/22/2006,13,,
Calcium,11/25/2005,10,,
Calculator,6/25/2005,16,,
Calculus,6/23/2004,12,,
Calendar,6/2/2006,17,,
Calendar_date,6/9/2007,11,,
Calgary,5/24/2004,46,,
Calico_(textile),7/21/2006,10,,
California,2/7/2004,16,,
California_Institute_of_Technology,4/8/2006,11,,
Californium,12/13/2005,11,,
Caligula,12/15/2005,10,,
Caliph,12/20/2005,11,,
Call_centre,5/11/2007,12,,
Call_of_Cthulhu_(role-playing_game),8/22/2005,15,,
Calorie,3/15/2004,21,,
Calorimetry,11/8/2004,10,,
Calvinism,12/3/2001,10,,
Calvin_and_Hobbes,7/3/2004,31,,
Calvin_Coolidge,8/3/2005,11,,
Cambrian,4/28/2006,16,,
Cambridge,2/19/2005,_Massachusetts,10,
Cambridgeshire,11/24/2002,19,,
Camel,1/20/2006,11,,
CamelCase,4/16/2004,13,,
Camelopardalis,5/2/2006,15,,
Cameroon,5/29/2006,11,,
Camille_Pissarro,2/3/2007,14,,
Camouflage,11/11/2005,10,,
Canada-United_States_relations,6/23/2006,12,,
