,,,AmericanSamoa ,2001-01-19T01:12:51Z ,ip:office.bomis.com ,ip:office.bomis.com ,*  ,1
,,,Abner_Doubleday ,2007-02-05T22:16:29Z ,NawlinWiki ,301395 ,Reverted edits by [[Special:Contributions/70.158.138.38|70.158.138.38]] ([[User talk:70.158.138.38|talk]]) to last version by Hlj  ,1
,,,Abner_Doubleday ,2007-02-05T22:16:32Z ,ip:70.158.138.38 ,ip:70.158.138.38 ,/* Postbellum career */  ,1
,,,Abner_Doubleday ,2007-02-05T22:16:51Z ,ip:70.158.138.38 ,ip:70.158.138.38 ,/* Early commands and Fort Sumter */  ,1
,,,Abner_Doubleday ,2007-02-05T22:17:10Z ,NawlinWiki ,301395 ,Reverted edits by [[Special:Contributions/70.158.138.38|70.158.138.38]] ([[User talk:70.158.138.38|talk]]) to last version by NawlinWiki  ,1
,,,Abner_Doubleday ,2007-02-05T22:17:20Z ,ip:70.158.138.38 ,ip:70.158.138.38 ,/* Brigade and division command in Virginia */  ,1
,,,Abner_Doubleday ,2007-02-05T22:17:40Z ,Quinsareth ,536534 ,[[WP:AES|‚Üê]]Reverted revision 105901046 by [[Special:Contributions/70.158.138.38|70.158.138.38]] ([[User talk:70.158.138.38|talk]]) using [[Help:Reverting#Undo|undo]]  ,1
,,,Abner_Doubleday ,2007-02-05T22:17:51Z ,ip:70.158.138.38 ,ip:70.158.138.38 ,/* Gettysburg */  ,1
,,,Abner_Doubleday ,2007-02-05T22:18:01Z ,NawlinWiki ,301395 ,Reverted edits by [[Special:Contributions/70.158.138.38|70.158.138.38]] ([[User talk:70.158.138.38|talk]]) to last version by Quinsareth  ,1
,,,Abner_Doubleday ,2007-02-05T22:18:52Z ,ip:70.158.138.38 ,ip:70.158.138.38 ,/* Brigade and division command in Virginia */  ,1
,,,Abner_Doubleday ,2007-02-05T22:19:17Z ,ip:70.158.138.38 ,ip:70.158.138.38 ,/* Gettysburg */  ,1
,,,Abner_Doubleday ,2007-02-05T22:19:42Z ,Mr.Z-man ,646348 ,Reverted 2 edits by [[Special:Contributions/70.158.138.38|70.158.138.38]] ([[User talk:70.158.138.38|talk]]) to last revision (105901213) by NawlinWiki using [[WP:VPRF|VP]]  ,1
,,,Abner_Doubleday ,2007-02-05T22:19:43Z ,ip:70.158.138.38 ,ip:70.158.138.38 ,/* Early years */  ,1
,,,Abner_Doubleday ,2007-02-05T22:19:58Z ,ip:70.158.138.38 ,ip:70.158.138.38 ,/* Early commands and Fort Sumter */  ,1
,,,Abner_Doubleday ,2007-02-05T22:20:18Z ,ip:70.158.138.38 ,ip:70.158.138.38 ,/* Brigade and division command in Virginia */  ,1
,,,Abner_Doubleday ,2007-02-05T22:20:36Z ,ip:70.158.138.38 ,ip:70.158.138.38 ,/* Gettysburg */  ,1
,,,Abner_Doubleday ,2007-02-05T22:20:51Z ,ip:70.158.138.38 ,ip:70.158.138.38 ,/* Washington */  ,1
,,,Abner_Doubleday ,2007-02-05T22:20:52Z ,Mr.Z-man ,646348 ,Reverted 4 edits by [[Special:Contributions/70.158.138.38|70.158.138.38]] ([[User talk:70.158.138.38|talk]]) to last revision (105901604) by Mr.Z-man using [[WP:VPRF|VP]]  ,1
,,,Abner_Doubleday ,2007-02-05T22:21:09Z ,ip:70.158.138.38 ,ip:70.158.138.38 ,/* Early years */  ,1
,,,Abner_Doubleday ,2007-02-05T22:21:22Z ,ip:70.158.138.38 ,ip:70.158.138.38 ,/* Early commands and Fort Sumter */  ,1
,,,Abner_Doubleday ,2007-02-05T22:21:42Z ,ip:70.158.138.38 ,ip:70.158.138.38 ,/* Brigade and division command in Virginia */  ,1
 then revert  •1,,,Abner_Doubleday ,2007-02-05T22:21:44Z ,Quinsareth ,536534 ,block first,
,,,Abner_Doubleday ,2007-02-05T22:22:11Z ,ip:70.158.138.38 ,ip:70.158.138.38 ,/* Military career */  ,1
,,,Abner_Doubleday ,2007-02-05T22:22:41Z ,Quinsareth ,536534 ,[[WP:AES|‚Üê]]Reverted revision 105902182 by [[Special:Contributions/70.158.138.38|70.158.138.38]] ([[User talk:70.158.138.38|talk]]) using [[Help:Reverting#Undo|undo]]  ,1
,,,Abner_Doubleday ,2007-02-05T22:23:17Z ,ip:70.158.138.38 ,ip:70.158.138.38 ,/* Military career */  ,1
,,,Abner_Doubleday ,2007-02-05T22:23:34Z ,Quinsareth ,536534 ,revert more  ,1
 February 7, 2007 (UTC))  •1,,Abner_Doubleday ,2007-02-05T22:24:03Z ,Ryulong ,889851 ,Protected Abner Doubleday: IP-based vandalism [edit=autoconfirmed:move=autoconfirmed] (expires 22:24,
,,,Abner_Doubleday ,2007-02-05T22:24:26Z ,Ryulong ,889851 , ,1
,,,Anaximander ,2007-02-25T01:27:34Z ,Awadewit ,86972 ,fixing link  ,1
,,,Anaximander ,2007-02-25T01:27:57Z ,Awadewit ,86972 , ,1
,,,Anaximander ,2007-02-25T01:31:33Z ,Awadewit ,86972 ,copyediting  ,1
,,,Anaximander ,2007-02-25T01:36:05Z ,Awadewit ,86972 ,/* Biography */ acme is not a very common word  ,1
,,,Anaximander ,2007-02-25T01:38:29Z ,Awadewit ,86972 ,/* Biography */ puncutation  ,1
,,,Anaximander ,2007-02-25T01:41:05Z ,Awadewit ,86972 ,/* Biography */ copyediting  ,1
,,,Anaximander ,2007-02-25T01:51:24Z ,Awadewit ,86972 ,/* The ''apeiron'' */ copyediting  ,1
,,,Anaximander ,2007-02-25T03:42:25Z ,Robin_Hood ,68840 ,/* Biography */ Punct.  ,1
,,,Anaximander ,2007-02-25T04:24:40Z ,Awadewit ,86972 ,/* Cosmology */ ce  ,1
,,,Anaximander ,2007-02-25T04:25:47Z ,Awadewit ,86972 ,/* Cosmology */  ,1
,,,Anaximander ,2007-02-25T04:26:27Z ,Awadewit ,86972 ,/* Cosmology */ ce  ,1
,,,Anaximander ,2007-02-25T04:31:33Z ,Awadewit ,86972 ,/* Cosmology */ ce  ,1
,,,Anaximander ,2007-02-25T04:33:22Z ,Awadewit ,86972 ,/* Multiple worlds */ ce  ,1
,,,Anaximander ,2007-02-25T04:39:11Z ,Awadewit ,86972 ,/* Meteorological phenomena */ ce  ,1
,,,Anaximander ,2007-02-25T04:46:38Z ,Awadewit ,86972 ,/* The origin of humankind */ ce  ,1
,,,Anaximander ,2007-02-25T05:37:02Z ,Robin_Hood ,68840 ,Layout  ,1
,,,Anaximander ,2007-02-25T05:51:45Z ,Robin_Hood ,68840 ,Works  ,1
,,,Anaximander ,2007-02-25T06:13:31Z ,Awadewit ,86972 ,/* Cartography */ ce  ,1
,,,Anaximander ,2007-02-25T06:16:37Z ,Awadewit ,86972 ,/* Prediction of an earthquake */ ce  ,1
,,,Anaximander ,2007-02-25T06:20:19Z ,Awadewit ,86972 ,/* Interpretations */ ce  ,1
,,,Anaximander ,2007-02-25T06:21:07Z ,Awadewit ,86972 ,/* References */ ce  ,1
,,,Anaximander ,2007-02-25T06:26:00Z ,Awadewit ,86972 ,/* The gnomon */ ce  ,1
,,,Anaximander ,2007-02-25T06:48:54Z ,Robin_Hood ,68840 ,/* References */ Secondary sources  ,1
 that is)  •1,,,Anaximander ,2007-02-25T07:28:22Z ,Robin_Hood ,68840 ,/* Cartography */ philosophers -> geographers (that's what they are...) and correction on Libya (Ancient Libya,
,,,Anaximander ,2007-02-25T07:42:42Z ,Robin_Hood ,68840 ,/* Interpretations */ Wikif.  ,1
,,,Anaximander ,2007-02-25T07:43:16Z ,Robin_Hood ,68840 ,/* The gnomon */ typo  ,1
,,,Anaximander ,2007-02-25T08:52:25Z ,Robin_Hood ,68840 ,/* Multiple worlds */  ,1
,,,Anaximander ,2007-02-25T09:16:02Z ,Robin_Hood ,68840 ,/* Meteorological phenomena */ Wikif.  ,1
,,,Anaximander ,2007-02-25T09:46:35Z ,Robin_Hood ,68840 ,/* Primary sources */ Part one is done  ,1
,,,Anaximander ,2007-02-25T09:50:49Z ,Robin_Hood ,68840 ,/* External links */ {{Portal|Philosophy}}  ,1
,,,Astronomical_unit ,2007-03-05T01:03:40Z ,ip:70.242.118.33 ,ip:70.242.118.33 ,/* Examples */  ,1
,,,Astronomical_unit ,2007-03-05T01:03:57Z ,Hdt83 ,2198470 ,Reverted 1 edit by [[Special:Contributions/70.242.118.33|70.242.118.33]] identified as [[WP:VAND|vandalism]] to last revision by [[User:Saros136|Saros136]].  ,1
,,,Astronomical_unit ,2007-03-05T01:04:45Z ,ip:70.242.118.33 ,ip:70.242.118.33 ,stupid  ,1
,,,Astronomical_unit ,2007-03-05T01:06:06Z ,ip:70.242.118.33 ,ip:70.242.118.33 ,/* The distance */  ,1
,,,Astronomical_unit ,2007-03-05T01:06:51Z ,ip:70.242.118.33 ,ip:70.242.118.33 ,/* Examples */  ,1
,,,Astronomical_unit ,2007-03-05T01:07:09Z ,Sylent ,3715895 ,Reverted 3 edits by [[Special:Contributions/70.242.118.33|70.242.118.33]] identified as [[WP:VAND|vandalism]] to last revision by [[User:Hdt83|Hdt83]]. using [[WP:TWINKLE|TW]]  ,1
,,,Astronomical_unit ,2007-03-05T01:08:01Z ,ip:70.242.118.33 ,ip:70.242.118.33 ,/* Examples */  ,1
,,,Astronomical_unit ,2007-03-05T01:08:15Z ,ip:70.242.118.33 ,ip:70.242.118.33 ,/* The distance */  ,1
,,,Astronomical_unit ,2007-03-05T01:08:18Z ,Sylent ,3715895 ,Reverted 2 edits by [[Special:Contributions/70.242.118.33|70.242.118.33]] identified as [[WP:VAND|vandalism]] to last revision by [[User:Sylent|Sylent]]. using [[WP:TWINKLE|TW]]  ,1
,,,Astronomical_unit ,2007-03-05T01:09:20Z ,ip:70.242.118.33 ,ip:70.242.118.33 ,/* History */  ,1
,,,Astronomical_unit ,2007-03-05T01:10:29Z ,ip:70.242.118.33 ,ip:70.242.118.33 ,/* See also */  ,1
,,,Astronomical_unit ,2007-03-05T01:10:30Z ,Mermaid_from_the_Baltic_Sea ,2218695 ,[[WP:AES|‚Üê]]Undid revision 112697769 by [[Special:Contributions/70.242.118.33|70.242.118.33]] ([[User talk:70.242.118.33|talk]])  ,1
,,,Astronomical_unit ,2007-03-05T01:26:53Z ,Miknight ,7285 ,Removed some vandalism  ,1
,,,Antarctic_Treaty_System ,2007-10-21T08:47:57Z ,ip:190.160.16.199 ,ip:190.160.16.199 ,/* Articles of the Antarctic Treaty */  ,1
 [[User:ClueBot/FalsePositives|report it]]. Thanks, [[User:ClueBot|ClueBot]]. (30960) (Bot)  •1,,Antarctic_Treaty_System ,2007-10-21T08:48:05Z ,ClueBot ,4928500 ,Reverting possible vandalism by [[Special:Contributions/190.160.16.199]]. If this is a mistake,
,,,Antarctic_Treaty_System ,2007-10-21T08:51:59Z ,ip:190.160.16.199 ,ip:190.160.16.199 ,/* Articles of the Antarctic Treaty */  ,1
_clown_will_eat_me •603177 •Reverted edits by [[Special:Contributions/190.160.16.199|190.160.16.199]] ([[User talk:190.160.16.199|talk]]) to last version by ClueBot  •1,,,Antarctic_Treaty_System ,2007-10-21T08:52:43Z ,Can't_sleep,,,
,,,Antarctic_Treaty_System ,2007-10-21T08:56:06Z ,ip:190.160.16.199 ,ip:190.160.16.199 ,/* Articles of the Antarctic Treaty */  ,1
_clown_will_eat_me •603177 •[[WP:UNDO|Undid]] revision 166017648 by [[Special:Contributions/190.160.16.199|190.160.16.199]] ([[User talk:190.160.16.199|talk]]) removed additional nonsense  •1,,,Antarctic_Treaty_System ,2007-10-21T09:10:12Z ,Can't_sleep,,,
,,,Antarctic_Treaty_System ,2007-10-21T20:28:43Z ,ip:190.160.16.199 ,ip:190.160.16.199 ,/* Articles of the Antarctic Treaty */  ,1
,,,Antarctic_Treaty_System ,2007-10-21T20:31:54Z ,ip:190.160.16.199 ,ip:190.160.16.199 ,/* Articles of the Antarctic Treaty */  ,1
,,,Antarctic_Treaty_System ,2007-10-21T20:34:26Z ,Oneiros ,61383 ,rvv  ,1
,,,Antarctic_Treaty_System ,2007-10-21T20:36:16Z ,ip:190.160.16.199 ,ip:190.160.16.199 ,/* Articles of the Antarctic Treaty */  ,1
,,,Antarctic_Treaty_System ,2007-10-21T20:36:57Z ,Doyley ,1484035 ,Reverted edits by [[Special:Contributions/190.160.16.199|190.160.16.199]] to last version by Oneiros  ,1
,,,Antarctic_Treaty_System ,2007-10-21T20:40:29Z ,ip:190.160.16.199 ,ip:190.160.16.199 ,/* Articles of the Antarctic Treaty */  ,1
,,,Antarctic_Treaty_System ,2007-10-21T20:41:50Z ,Oneiros ,61383 ,[[WP:UNDO|Undid]] revision 166125181 by [[Special:Contributions/190.160.16.199|190.160.16.199]] ([[User talk:190.160.16.199|talk]])  ,1
,,,Antarctic_Treaty_System ,2007-10-21T20:42:31Z ,ip:190.160.16.199 ,ip:190.160.16.199 ,/* Articles of the Antarctic Treaty */  ,1
,,,Antarctic_Treaty_System ,2007-10-21T20:42:59Z ,CounterVandalismBot ,5272864 ,Automatically reverting possible vandalism by [[Special:Contributions/190.160.16.199|190.160.16.199]] to last good revision by [[User:Oneiros|Oneiros]]  ,1
,,,Antarctic_Treaty_System ,2007-10-21T20:43:31Z ,ip:190.160.16.199 ,ip:190.160.16.199 ,/* Meetings */  ,1
,,,Antarctic_Treaty_System ,2007-10-21T20:43:54Z ,ip:190.160.16.199 ,ip:190.160.16.199 ,/* Other agreements */  ,1
,,,Antarctic_Treaty_System ,2007-10-21T20:44:22Z ,ip:190.160.16.199 ,ip:190.160.16.199 ,/* Articles of the Antarctic Treaty */  ,1
,,,Antarctic_Treaty_System ,2007-10-21T20:44:25Z ,Bobo192 ,97951 ,Reverted edits by [[Special:Contributions/190.160.16.199|190.160.16.199]] ([[User talk:190.160.16.199|talk]]) to last version by CounterVandalismBot  ,1
,,,Antarctic_Treaty_System ,2007-10-21T20:45:31Z ,ip:190.160.16.199 ,ip:190.160.16.199 ,/* Meetings */  ,1
,,,Antarctic_Treaty_System ,2007-10-21T20:48:20Z ,Ricky81682 ,125787 ,Reverted edits by [[Special:Contributions/190.160.16.199|190.160.16.199]] ([[User talk:190.160.16.199|talk]]) to last version by Bobo192  ,1
,,,Amoeba ,2007-03-15T15:17:00Z ,ip:81.136.15.232 ,ip:81.136.15.232 ,/* External links */  ,1
,,,Amoeba ,2007-03-15T15:17:56Z ,ip:81.136.15.232 ,ip:81.136.15.232 ,[[WP:AES|‚Üê]]Replaced page with 'pigpigpigpiug'  ,1
,,,Amoeba ,2007-03-15T15:18:58Z ,AzaToth ,128326 ,Reverted 2 edits by [[Special:Contributions/81.136.15.232|81.136.15.232]] identified as [[WP:VAND|vandalism]] to last revision by [[User:JohnCub|JohnCub]]. using [[WP:TWINKLE|TW]]  ,1
,,,Amoeba ,2007-03-15T15:20:02Z ,ip:81.136.15.232 ,ip:81.136.15.232 ,[[WP:AES|‚Üê]]Replaced page with 'hi abby'  ,1
,,,Amoeba ,2007-03-15T15:20:05Z ,AntiVandalBot ,1574574 ,BOT - rv [[Special:Contributions/81.136.15.232|81.136.15.232]] ([[User talk:81.136.15.232|talk]]) to last version by AzaToth  ,1
,,,Amoeba ,2007-03-15T15:21:13Z ,ip:81.136.15.232 ,ip:81.136.15.232 ,[[WP:AES|‚Üê]]Replaced page with 'lktgjheiugkekj'  ,1
,,,Amoeba ,2007-03-15T15:21:16Z ,MartinBot ,2198658 ,BOT - rv [[Special:Contributions/81.136.15.232|81.136.15.232]] ([[User talk:81.136.15.232|talk]]) to last version by AntiVandalBot  ,1
,,,Amoeba ,2007-03-15T15:21:37Z ,ip:81.136.15.232 ,ip:81.136.15.232 ,[[WP:AES|‚Üê]]Replaced page with 'lktgjheiugkekj'  ,1
,,,Amoeba ,2007-03-15T15:21:45Z ,AntiVandalBot ,1574574 ,BOT - rv [[Special:Contributions/81.136.15.232|81.136.15.232]] ([[User talk:81.136.15.232|talk]]) to last version by MartinBot  ,1
,,,Amoeba ,2007-03-15T15:21:49Z ,ip:81.136.15.232 ,ip:81.136.15.232 ,hdkjhgkJSHKSHH  ,1
,,,Amoeba ,2007-03-15T15:21:51Z ,MartinBot ,2198658 ,BOT - rv [[Special:Contributions/81.136.15.232|81.136.15.232]] ([[User talk:81.136.15.232|talk]]) to last version by AntiVandalBot  ,1
,,,Amoeba ,2007-03-15T15:24:03Z ,ip:81.136.15.232 ,ip:81.136.15.232 ,[[WP:AES|‚Üê]]Replaced page with 'piggy hi hi hi hi hi'  ,1
,,,Amoeba ,2007-03-15T15:24:05Z ,AntiVandalBot ,1574574 ,BOT - rv [[Special:Contributions/81.136.15.232|81.136.15.232]] ([[User talk:81.136.15.232|talk]]) to last version by MartinBot  ,1
,,,Amoeba ,2007-03-15T15:26:27Z ,ip:81.136.15.232 ,ip:81.136.15.232 , ,1
,,,Amoeba ,2007-03-15T15:26:32Z ,MartinBot ,2198658 ,BOT - rv [[Special:Contributions/81.136.15.232|81.136.15.232]] ([[User talk:81.136.15.232|talk]]) to last version by AntiVandalBot  ,1
,,,AppleTalk ,2004-09-14T03:06:22Z ,AlistairMcMillan ,49523 ,Fix ARP link to AARP  ,1
,,,AppleTalk ,2004-09-14T03:14:26Z ,AlistairMcMillan ,49523 ,Section heading  ,1
,,,AppleTalk ,2004-09-14T03:22:50Z ,AlistairMcMillan ,49523 ,/* Networking Model */ Fix Physical Layer  ,1
,,,AppleTalk ,2004-09-14T03:26:51Z ,AlistairMcMillan ,49523 ,/* Networking Model */ Fix Network Layer  ,1
,,,AppleTalk ,2004-09-14T03:30:51Z ,AlistairMcMillan ,49523 ,/* Networking Model */ Fix Transport Layer  ,1
,,,AppleTalk ,2004-09-14T03:39:20Z ,AlistairMcMillan ,49523 ,/* Networking Model */ Fix Session layer and other changes  ,1
,,,AppleTalk ,2004-09-14T03:48:25Z ,AlistairMcMillan ,49523 ,Format  ,1
,,,AppleTalk ,2004-09-14T04:03:02Z ,AlistairMcMillan ,49523 ,/* Protocols */ Add content from AppleTalk Transport Protocol  ,1
,,,AppleTalk ,2004-09-14T04:11:58Z ,AlistairMcMillan ,49523 ,/* AppleTalk Address Resolution Protocol */ Add content from ''AppleTalk address resolution protocol'' page  ,1
,,,AppleTalk ,2004-09-14T12:28:27Z ,Blorg ,75273 ,/* Implemenentations */ link on LocalTalk  ,1
,,,Afghan ,2006-11-08T17:58:17Z ,ip:149.159.1.176 ,ip:149.159.1.176 , ,1
,,,Afghan ,2006-11-08T18:00:34Z ,ip:149.159.1.176 ,ip:149.159.1.176 , ,1
,,,Afghan ,2006-11-08T18:06:03Z ,ip:149.159.1.176 ,ip:149.159.1.176 , ,1
,,,Afghan ,2006-11-08T18:15:39Z ,ip:149.159.1.176 ,ip:149.159.1.176 , ,1
,,,Afghan ,2006-11-08T18:16:43Z ,ip:149.159.1.176 ,ip:149.159.1.176 , ,1
,,,Afghan ,2006-11-08T18:38:01Z ,ip:149.159.1.176 ,ip:149.159.1.176 , ,1
,,,Afghan ,2006-11-08T18:38:40Z ,ip:149.159.1.176 ,ip:149.159.1.176 , ,1
,,,Afghan ,2006-11-08T18:39:25Z ,ip:149.159.1.176 ,ip:149.159.1.176 , ,1
,,,Afghan ,2006-11-08T20:36:08Z ,Beh-nam ,1205085 ,that is not nessesary here.  ,1
,,,Afghan ,2006-11-08T20:51:11Z ,ip:149.159.1.176 ,ip:149.159.1.176 , ,1
,,,Afghan ,2006-11-08T20:59:57Z ,Beh-nam ,1205085 ,This disambiguation page lists articles associated with the same title.  ,1
,,,Afghan ,2006-11-08T21:00:50Z ,ip:149.159.1.176 ,ip:149.159.1.176 , ,1
,,,Afghan ,2006-11-08T21:11:02Z ,ip:149.159.1.176 ,ip:149.159.1.176 , ,1
,,,Afghan ,2006-11-08T21:11:56Z ,ip:149.159.1.176 ,ip:149.159.1.176 , ,1
,,,Afghan ,2006-11-08T22:37:06Z ,Tajik ,399516 , ,1
,,,Afghan ,2006-11-08T22:45:31Z ,ip:156.56.79.193 ,ip:156.56.79.193 , ,1
,,,Afghan ,2006-11-08T22:46:07Z ,ip:156.56.79.193 ,ip:156.56.79.193 , ,1
,,,Afghan ,2006-11-08T22:51:01Z ,Tajik ,399516 ,"rv of nonsense: ""HEWAD"" is a Pashtun-nationalist web-site and is not considered a reliable source  ",1
,,,Afghan ,2006-11-08T22:53:08Z ,Hamza4 ,2699839 , ,1
,,,Afghan ,2006-11-08T22:53:40Z ,Hamza4 ,2699839 , ,1
,,,Afghan ,2006-11-08T22:56:13Z ,ip:82.82.131.196 ,ip:82.82.131.196 ,rv  ,1
,,,Afghan ,2006-11-08T23:13:05Z ,ip:156.56.79.193 ,ip:156.56.79.193 , ,1
,,,Afghan ,2006-11-08T23:13:53Z ,ip:156.56.79.193 ,ip:156.56.79.193 , ,1
,,,Afghan ,2006-11-08T23:26:56Z ,Beh-nam ,1205085 ,"This page is for the following ONLY: ""This disambiguation page lists articles associated with the same title.""  ",1
,,,Afghan ,2006-11-08T23:30:08Z ,ip:156.56.79.193 ,ip:156.56.79.193 , ,1
,,,Aston_Martin ,2007-03-12T13:27:25Z ,ip:81.246.201.64 ,ip:81.246.201.64 ,/* Ford Auction */  ,1
,,,Aston_Martin ,2007-03-12T13:31:53Z ,ip:81.246.201.64 ,ip:81.246.201.64 ,/* Ford Auction */  ,1
,,,Aston_Martin ,2007-03-12T13:33:35Z ,ip:81.246.201.64 ,ip:81.246.201.64 ,/* Ford Auction */  ,1
,,,Aston_Martin ,2007-03-12T13:37:06Z ,ip:82.46.103.104 ,ip:82.46.103.104 ,Added sale information as of 12/5/07  ,1
,,,Aston_Martin ,2007-03-12T13:43:42Z ,Prhime ,3814047 ,added more details to the sale  ,1
,,,Aston_Martin ,2007-03-12T13:45:03Z ,ip:82.46.103.104 ,ip:82.46.103.104 , ,1
,,,Aston_Martin ,2007-03-12T13:47:06Z ,Prhime ,3814047 ,/* Future models */ added a new model  ,1
,,,Aston_Martin ,2007-03-12T13:51:17Z ,ip:195.144.18.254 ,ip:195.144.18.254 , ,1
,,,Aston_Martin ,2007-03-12T15:17:10Z ,Mark83 ,239610 ,refs go after punctutation. Infobox for succint points - the history is taken care of in main article  ,1
,,,Aston_Martin ,2007-03-12T15:17:43Z ,Mark83 ,239610 ,rmv [[Category:Ford]]  ,1
,,,Aston_Martin ,2007-03-12T15:18:10Z ,Mark83 ,239610 ,/* External links */ rmv {{Ford Motor Company}}  ,1
,,,Aston_Martin ,2007-03-12T15:26:24Z ,Mark83 ,239610 ,rmv either now irrelevant info and undercited info (i.e. reference a blog)  ,1
,,,Aston_Martin ,2007-03-12T15:27:10Z ,Mark83 ,239610 ,logo too big  ,1
,,,Aston_Martin ,2007-03-12T15:27:52Z ,Mark83 ,239610 ,/* Ford Auction */ this ref doesn't exist  ,1
,,,Aston_Martin ,2007-03-12T16:34:42Z ,DeFacto ,613571 ,/* Ford Auction */ Clarification and reference  ,1
,,,Aston_Martin ,2007-03-12T19:10:55Z ,ip:66.135.35.106 ,ip:66.135.35.106 ,/* Notes */  ,1
,,,Aston_Martin ,2007-03-12T19:10:55Z ,ip:64.126.77.105 ,ip:64.126.77.105 ,/* Changing ownership */  ,1
,,,Aston_Martin ,2007-03-12T19:11:04Z ,MartinBot ,2198658 ,BOT - rv [[Special:Contributions/66.135.35.106|66.135.35.106]] ([[User talk:66.135.35.106|talk]]) to last version by DeFacto  ,1
,,,Aston_Martin ,2007-03-12T20:18:54Z ,Vector_Potential ,3693005 ,[[WP:AES|‚Üê]]Undid revision 114607268 by [[Special:Contributions/MartinBot|MartinBot]] ([[User talk:MartinBot|talk]])  ,1
,,,Aston_Martin ,2007-03-12T20:19:06Z ,Vector_Potential ,3693005 ,[[WP:AES|‚Üê]]Undid revision 114607218 by [[Special:Contributions/66.135.35.106|66.135.35.106]] ([[User talk:66.135.35.106|talk]])  ,1
,,,Aston_Martin ,2007-03-12T20:43:14Z ,ip:172.200.85.159 ,ip:172.200.85.159 , ,1
,,,Aston_Martin ,2007-03-12T22:27:42Z ,The359 ,561373 ,/* Ford Auction */ David Richards clearly said that Aston Martin will remain in sports car racing and not go into F1.  ,1
,,,Aston_Martin ,2007-03-12T22:28:22Z ,The359 ,561373 ,/* Whole race cars */  ,1
,,,AutoCAD ,2007-05-25T07:36:29Z ,ip:194.228.248.178 ,ip:194.228.248.178 , ,1
,,,AutoCAD ,2007-05-25T20:44:44Z ,ip:24.72.1.41 ,ip:24.72.1.41 ,/* Autodesk Student Software Versions */  ,1
,,,AutoCAD ,2007-05-25T20:46:22Z ,ip:24.72.1.41 ,ip:24.72.1.41 ,/* Autodesk Student Software Versions */  ,1
,,,AutoCAD ,2007-05-25T20:47:25Z ,ip:24.72.1.41 ,ip:24.72.1.41 ,/* Autodesk Student Software Versions */  ,1
,,,AutoCAD ,2007-05-25T20:47:46Z ,ip:24.72.1.41 ,ip:24.72.1.41 ,/* AutoCAD LT */  ,1
,,,AutoCAD ,2007-05-25T20:48:26Z ,ip:24.72.1.41 ,ip:24.72.1.41 ,/* Templates */  ,1
,,,AutoCAD ,2007-05-25T20:49:28Z ,Ehheh ,869278 ,rvv  ,1
,,,AutoCAD ,2007-05-25T20:50:26Z ,ip:24.72.1.41 ,ip:24.72.1.41 ,/* Blocks */  ,1
,,,AutoCAD ,2007-05-25T20:50:28Z ,MartinBot ,2198658 ,BOT - rv [[Special:Contributions/24.72.1.41|24.72.1.41]] ([[User talk:24.72.1.41|talk]]) to last version by Ehheh  ,1
,,,AutoCAD ,2007-05-25T20:51:12Z ,ip:24.72.1.41 ,ip:24.72.1.41 ,/* Blocks */  ,1
,,,AutoCAD ,2007-05-25T20:51:49Z ,ip:24.72.1.41 ,ip:24.72.1.41 ,/* Templates */  ,1
,,,AutoCAD ,2007-05-25T20:52:35Z ,ip:24.72.1.41 ,ip:24.72.1.41 ,/* Vertical programs */  ,1
,,,AutoCAD ,2007-05-25T20:52:51Z ,Black_Kite ,3002016 ,Reverted 3 edits by [[Special:Contributions/24.72.1.41|24.72.1.41]] ([[User talk:24.72.1.41|talk]]) to last revision (133498241) by MartinBot using [[WP:VPRF|VP]]  ,1
,,,Atari_2600 ,2007-11-13T19:55:31Z ,Tokchief ,5807944 ,[[WP:UNDO|Undid]] revision 170440471 by [[Special:Contributions/Asher196|Asher196]] ([[User talk:Asher196|talk]]) subjective and unsubstantiated POV fluff  ,1
,,,Atari_2600 ,2007-11-13T19:56:14Z ,EmpGROUP ,5807954 , ,1
,,,Atari_2600 ,2007-11-13T19:56:49Z ,82nd_Sense ,5807959 ,[[WP:AES|‚Üê]]Replaced page with '0'  ,1
,,,Atari_2600 ,2007-11-13T19:58:51Z ,EmpGROUP ,5807954 ,[[WP:UNDO|Undid]] revision 171268674 by [[Special:Contributions/82nd Sense|82nd Sense]] ([[User talk:82nd Sense|talk]])  ,1
,,,Atari_2600 ,2007-11-13T19:59:19Z ,82nd_Sense ,5807959 ,[[WP:AES|‚Üê]]Replaced page with '0'  ,1
,,,Atari_2600 ,2007-11-13T19:59:41Z ,AngelOfSadness ,4430968 ,Reverted 1 edit by [[Special:Contributions/82nd Sense|82nd Sense]] identified as [[WP:VAND|vandalism]] to last revision by [[User:EmpGROUP|EmpGROUP]]. using [[WP:TW|TW]]  ,1
,,,Atari_2600 ,2007-11-13T20:20:47Z ,Wgungfu ,294569 ,Put back referenced material.  ,1
,,,Atari_2600 ,2007-11-13T20:41:05Z ,Wgungfu ,294569 ,Reference  ,1
,,,Atari_2600 ,2007-11-13T20:45:53Z ,Wgungfu ,294569 ,Another reference  ,1
,,,Atari_2600 ,2007-11-13T21:10:39Z ,KieferSkunk ,591873 ,/* Notable Games */ This section should be written in prose rather than as a list.  ,1
