Date,Name,Count
7/23/2007,Bird,47
7/23/2007,Arianism,47
7/25/2007,Bird,48
7/26/2007,European_Union,71
7/30/2007,Big_Brother_(TV_series),49
7/30/2007,Bill_Walsh_(American_football_coach),74
7/31/2007,Bill_Walsh_(American_football_coach),55
7/31/2007,Ingmar_Bergman,69
8/1/2007,"Cleveland,_Ohio",47
8/2/2007,Dunstan,122
8/2/2007,Cretaceous,96
8/3/2007,A.C._Milan,61
8/5/2007,Barry_Bonds,59
8/6/2007,Cretaceous,52
8/8/2007,Anglicanism,53
8/8/2007,Barry_Bonds,151
8/9/2007,Barry_Bonds,86
8/9/2007,Anglicanism,94
8/9/2007,Bosnia_and_Herzegovina,47
8/10/2007,August_10,57
8/10/2007,Brazil,63
8/10/2007,Beagle,122
8/14/2007,The_Church_of_Jesus_Christ_of_Latter-day_Saints,53
8/16/2007,Brazil,47
8/16/2007,David_Beckham,114
8/16/2007,Augustus,85
8/17/2007,Arab,46
8/17/2007,Britney_Spears,51
8/18/2007,Augustus,55
8/20/2007,Augustus,68
8/21/2007,Augustus,128
8/21/2007,Anarchism,52
8/21/2007,"Buffalo,_New_York",51
8/22/2007,Augustus,65
8/23/2007,Augustus,67
8/25/2007,Centaur,51
8/26/2007,Britney_Spears,75
8/28/2007,Augustus,63
8/28/2007,August_28,50
8/29/2007,Archaeopteryx,139
8/30/2007,Cairo,52
8/31/2007,Batman_(1989_film),127
9/1/2007,Athens,104
9/1/2007,Elvis_Presley,55
9/2/2007,Chupacabra,50
9/2/2007,Chicago_Cubs,53
9/7/2007,Batman_(1989_film),99
9/9/2007,Pandora,56
9/13/2007,Augusto_Pinochet,58
9/14/2007,Battle_of_Waterloo,46
9/15/2007,Bird,66
9/16/2007,Adrian,47
9/20/2007,A.S._Roma,48
9/20/2007,Battle_of_Waterloo,68
9/20/2007,Chad,227
9/21/2007,Battle_of_Waterloo,56
9/22/2007,Bobby_Charlton,84
9/22/2007,Bald_Eagle,137
9/22/2007,Bras,66
9/23/2007,Anal_sex,64
9/25/2007,A.C._Milan,97
9/27/2007,Barry_Bonds,59
9/30/2007,A.S._Roma,122
10/1/2007,Christopher_Columbus,106
10/1/2007,Ancient_Egypt,46
10/1/2007,A.S._Roma,47
10/2/2007,Colorado_Rockies,52
10/7/2007,British_Empire,52
10/8/2007,"Cincinnati,_Ohio",61
10/10/2007,Book_of_Common_Prayer,48
10/11/2007,Book_of_Common_Prayer,51
10/12/2007,Creationism,59
10/13/2007,Auckland,87
10/13/2007,Belarus,46
10/14/2007,Battleship,209
10/18/2007,Barnard's_Star,266
10/23/2007,Christopher_Columbus,55
10/23/2007,Elvis_Presley,56
10/26/2007,Benito_Mussolini,46
10/27/2007,Dallas_Cowboys,50
10/29/2007,Boston_Red_Sox,56
10/30/2007,Video_game,49
10/30/2007,Earthquake,46
10/31/2007,Ericsson,50
11/1/2007,Karnataka,89
11/1/2007,Ezra,48
11/1/2007,Apollo_13,65
11/1/2007,J._K._Rowling,63
11/3/2007,American_Civil_War,48
11/6/2007,Batman_Forever,72
11/6/2007,Alcoholics_Anonymous,57
11/7/2007,Belarus,56
11/7/2007,Alcoholics_Anonymous,151
11/8/2007,Alcoholics_Anonymous,174
11/10/2007,Alcoholics_Anonymous,102
11/11/2007,Alcoholics_Anonymous,52
11/13/2007,Apollo_1,73
11/13/2007,Charles_F._Hockett,55
11/13/2007,Elvis_Presley,56
11/13/2007,Cladistics,62
11/14/2007,Colombia,56
11/14/2007,Apollo_1,82
11/15/2007,Alcoholics_Anonymous,70
11/15/2007,Apollo_1,102
11/16/2007,Barry_Bonds,81
11/18/2007,Beowulf,46
11/20/2007,BDSM,54
11/21/2007,Atari_Jaguar,72
11/21/2007,England_national_football_team,64
11/22/2007,Ezra,55
11/22/2007,Francium,123
11/25/2007,Carbon,82
11/26/2007,Australian_Labor_Party,48
11/28/2007,Christmas,61
11/30/2007,Allah,63
12/5/2007,Carbon,53
12/5/2007,Hanukkah,55
12/5/2007,Comet,52
12/6/2007,Basketball,59
12/8/2007,Bird,50
12/9/2007,Elizabeth_I_of_England,56
12/10/2007,December_10,46
12/10/2007,Elizabeth_I_of_England,54
12/11/2007,December_11,54
12/13/2007,England_national_football_team,70
12/13/2007,Common_Era,59
12/15/2007,Emma_Goldman,48
12/15/2007,Douglas_Hofstadter,65
12/15/2007,John_Lennon,107
12/17/2007,Ahmad_Shah_Durrani,48
12/17/2007,Boeing_747,109
12/18/2007,Boeing_747,47
12/20/2007,Christmas_tree,57
12/21/2007,Dominican_Republic,52
12/23/2007,Chicano,71
12/24/2007,Doctor_of_Philosophy,71
12/24/2007,Dominican_Republic,47
12/25/2007,Christmas,62
12/26/2007,Boxing_Day,94
12/26/2007,Albanian_language,52
12/28/2007,Batman_(1989_film),52
12/28/2007,Christianity,59
12/29/2007,Christianity,100
12/30/2007,Arizona_State_University,59
12/31/2007,Ambiguity,75
12/31/2007,Christianity,57
1/1/2008,Charles_Tupper,55
1/2/2008,D._B._Cooper,77
1/3/2008,D._B._Cooper,46
1/4/2008,List_of_Greek_words_with_English_derivatives,47
1/5/2008,"Cadillac,_Michigan",67
1/5/2008,Orthography,46
1/5/2008,Dakar_Rally,63
